Disease,Fiscal Year,Gender,Age Group,Population,Incidence,Prevalence,Mortality with Disease,Mortality without Disease
AMI,2005,F,70 to 74,524470,2490.0,16110,,
AMI,2005,F,75 to 79,466390,3450.0,20320,,
AMI,2005,F,80 to 84,377790,3980.0,22340,,
AMI,2005,F,85+,371420,5460.0,28060,,
AMI,2005,M,20 to 24,1017770,30.0,80,,
AMI,2005,M,25 to 29,988250,70.0,280,,
AMI,2005,M,30 to 34,1002410,140.0,680,,
AMI,2005,M,35 to 39,1106330,430.0,1990,,
AMI,2005,M,40 to 44,1287420,1210.0,6420,,
AMI,2005,M,45 to 49,1247520,2220.0,14070,,
AMI,2005,M,50 to 54,1095530,3140.0,23210,,
AMI,2005,M,55 to 59,969580,4040.0,32920,,
AMI,2005,M,60 to 64,724550,3880.0,33550,,
AMI,2005,M,65 to 69,556960,3810.0,32330,,
AMI,2005,M,70 to 74,467120,4130.0,33100,,
AMI,2005,M,75 to 79,369420,4230.0,31440,,
AMI,2005,M,80 to 84,243130,3840.0,24510,,
AMI,2005,M,85+,171930,3450.0,19060,,
AMI,2006,F,20 to 24,989460,10.0,20,,
AMI,2006,F,25 to 29,998690,10.0,50,,
AMI,2006,F,30 to 34,1016480,40.0,160,,
AMI,2006,F,35 to 39,1102600,110.0,510,,
AMI,2006,F,40 to 44,1252980,300.0,1500,,
AMI,2006,F,45 to 49,1269230,590.0,3480,,
AMI,2006,F,50 to 54,1139080,920.0,5840,,
AMI,2006,F,55 to 59,995380,1220.0,8730,,
AMI,2006,F,60 to 64,794010,1520.0,11130,,
AMI,2006,F,65 to 69,613920,1820.0,13200,,
AMI,2006,F,70 to 74,525630,2260.0,16280,,
AMI,2006,F,75 to 79,471000,3230.0,20980,,
AMI,2006,F,80 to 84,381640,3660.0,23050,,
AMI,2006,F,85+,392690,5320.0,30770,,
AMI,2006,M,20 to 24,1023450,30.0,70,,
AMI,2006,M,25 to 29,1002720,50.0,280,,
AMI,2006,M,30 to 34,997150,120.0,660,,
AMI,2006,M,35 to 39,1099220,440.0,1990,,
AMI,2006,M,40 to 44,1262550,1150.0,6290,,
AMI,2006,M,45 to 49,1270960,2200.0,14400,,
AMI,2006,M,50 to 54,1129270,3190.0,24130,,
AMI,2006,M,55 to 59,982860,3850.0,34210,,
AMI,2006,M,60 to 64,778460,3930.0,37130,,
AMI,2006,M,65 to 69,578010,3670.0,34860,,
AMI,2006,M,70 to 74,470350,3830.0,34580,,
AMI,2006,M,75 to 79,379450,4110.0,33640,,
AMI,2006,M,80 to 84,250790,3580.0,26150,,
AMI,2006,M,85+,184670,3540.0,21340,,
AMI,2007,F,20 to 24,994580,10.0,20,,
AMI,2007,F,25 to 29,1016900,10.0,60,,
AMI,2007,F,30 to 34,1026530,40.0,150,,
AMI,2007,F,35 to 39,1100380,110.0,520,,
AMI,2007,F,40 to 44,1221770,300.0,1470,,
AMI,2007,F,45 to 49,1288400,650.0,3600,,
AMI,2007,F,50 to 54,1175610,950.0,6200,,
AMI,2007,F,55 to 59,1013100,1230.0,8960,,
AMI,2007,F,60 to 64,846640,1630.0,12050,,
AMI,2007,F,65 to 69,639790,1810.0,13900,,
AMI,2007,F,70 to 74,529930,2280.0,16450,,
AMI,2007,F,75 to 79,474070,3090.0,21470,,
AMI,2007,F,80 to 84,385400,3620.0,23850,,
AMI,2007,F,85+,412590,5380.0,33310,,
AMI,2007,M,20 to 24,1027140,20.0,70,,
AMI,2007,M,25 to 29,1022860,60.0,290,,
AMI,2007,M,30 to 34,1001910,150.0,670,,
AMI,2007,M,35 to 39,1094930,430.0,1970,,
AMI,2007,M,40 to 44,1228580,1120.0,6070,,
AMI,2007,M,45 to 49,1292030,2330.0,14790,,
AMI,2007,M,50 to 54,1167700,3370.0,25260,,
AMI,2007,M,55 to 59,999250,3930.0,35150,,
AMI,2007,M,60 to 64,829540,4250.0,40880,,
AMI,2007,M,65 to 69,606250,3860.0,37760,,
AMI,2007,M,70 to 74,475770,3960.0,36220,,
AMI,2007,M,75 to 79,387470,4180.0,35550,,
AMI,2007,M,80 to 84,259650,3700.0,27990,,
AMI,2007,M,85+,196130,3560.0,23520,,
AMI,2008,F,20 to 24,1004760,10.0,20,,
AMI,2008,F,25 to 29,1038290,20.0,60,,
AMI,2008,F,30 to 34,1043280,40.0,150,,
AMI,2008,F,35 to 39,1095490,110.0,520,,
AMI,2008,F,40 to 44,1191250,280.0,1440,,
AMI,2008,F,45 to 49,1309110,670.0,3700,,
AMI,2008,F,50 to 54,1206540,920.0,6520,,
AMI,2008,F,55 to 59,1041780,1240.0,9240,,
AMI,2008,F,60 to 64,891100,1570.0,12900,,
AMI,2008,F,65 to 69,669330,1860.0,14520,,
AMI,2008,F,70 to 74,541160,2300.0,17160,,
AMI,2008,F,75 to 79,476560,3010.0,21820,,
AMI,2008,F,80 to 84,389150,3490.0,24390,,
AMI,2008,F,85+,433970,5620.0,36120,,
AMI,2008,M,20 to 24,1040760,30.0,70,,
AMI,2008,M,25 to 29,1046150,60.0,300,,
AMI,2008,M,30 to 34,1014970,130.0,680,,
AMI,2008,M,35 to 39,1088610,380.0,1970,,
AMI,2008,M,40 to 44,1194980,1030.0,5780,,
AMI,2008,M,45 to 49,1315720,2250.0,14860,,
AMI,2008,M,50 to 54,1202060,3250.0,26130,,
AMI,2008,M,55 to 59,1025030,3830.0,36190,,
AMI,2008,M,60 to 64,871520,4240.0,44040,,
AMI,2008,M,65 to 69,637620,4070.0,40940,,
AMI,2008,M,70 to 74,486770,3760.0,38060,,
AMI,2008,M,75 to 79,394620,4060.0,37190,,
AMI,2008,M,80 to 84,269130,3600.0,29610,,
AMI,2008,M,85+,209240,3750.0,25840,,
AMI,2009,F,20 to 24,1019010,10.0,20,,
AMI,2009,F,25 to 29,1052940,10.0,70,,
AMI,2009,F,30 to 34,1057330,30.0,140,,
AMI,2009,F,35 to 39,1091710,110.0,520,,
AMI,2009,F,40 to 44,1165060,280.0,1400,,
AMI,2009,F,45 to 49,1317080,610.0,3730,,
AMI,2009,F,50 to 54,1233150,990.0,6840,,
AMI,2009,F,55 to 59,1074990,1240.0,9570,,
AMI,2009,F,60 to 64,934960,1640.0,13660,,
AMI,2009,F,65 to 69,697960,1880.0,15260,,
AMI,2009,F,70 to 74,552310,2150.0,17500,,
AMI,2009,F,75 to 79,479190,2800.0,22030,,
AMI,2009,F,80 to 84,392060,3390.0,24850,,
AMI,2009,F,85+,453620,5380.0,38120,,
AMI,2009,M,20 to 24,1055080,20.0,70,,
AMI,2009,M,25 to 29,1063580,50.0,270,,
AMI,2009,M,30 to 34,1027840,140.0,730,,
AMI,2009,M,35 to 39,1079880,400.0,1940,,
AMI,2009,M,40 to 44,1166080,980.0,5500,,
AMI,2009,M,45 to 49,1325670,2270.0,14860,,
AMI,2009,M,50 to 54,1229690,3370.0,26850,,
AMI,2009,M,55 to 59,1056830,3860.0,37410,,
AMI,2009,M,60 to 64,913020,4450.0,47090,,
AMI,2009,M,65 to 69,667320,3960.0,43930,,
AMI,2009,M,70 to 74,499440,3610.0,39910,,
AMI,2009,M,75 to 79,400500,3840.0,38500,,
AMI,2009,M,80 to 84,276910,3570.0,31070,,
AMI,2009,M,85+,222040,3830.0,28200,,
AMI,2010,F,20 to 24,1037500,0.0,20,,
AMI,2010,F,25 to 29,1067090,10.0,60,,
AMI,2010,F,30 to 34,1075900,40.0,150,,
AMI,2010,F,35 to 39,1089080,120.0,510,,
AMI,2010,F,40 to 44,1157120,270.0,1400,,
AMI,2010,F,45 to 49,1307730,640.0,3710,,
AMI,2010,F,50 to 54,1261160,940.0,7110,,
AMI,2010,F,55 to 59,1110180,1260.0,9950,,
AMI,2010,F,60 to 64,976360,1790.0,14440,,
AMI,2010,F,65 to 69,726280,1860.0,15890,,
AMI,2010,F,70 to 74,568070,2160.0,18150,,
AMI,2010,F,75 to 79,480780,2770.0,22000,,
AMI,2010,F,80 to 84,397460,3290.0,25210,,
AMI,2010,F,85+,474360,5940.0,40870,,
AMI,2010,M,20 to 24,1076210,20.0,70,,
AMI,2010,M,25 to 29,1080650,40.0,260,,
AMI,2010,M,30 to 34,1046170,130.0,710,,
AMI,2010,M,35 to 39,1073810,410.0,1950,,
AMI,2010,M,40 to 44,1155720,960.0,5380,,
AMI,2010,M,45 to 49,1318780,2140.0,14630,,
AMI,2010,M,50 to 54,1259690,3360.0,27250,,
AMI,2010,M,55 to 59,1091540,3970.0,38980,,
AMI,2010,M,60 to 64,952240,4440.0,49660,,
AMI,2010,M,65 to 69,696420,4010.0,46920,,
AMI,2010,M,70 to 74,515340,3590.0,41880,,
AMI,2010,M,75 to 79,405090,3750.0,39630,,
AMI,2010,M,80 to 84,287820,3510.0,32960,,
AMI,2010,M,85+,236260,3890.0,30550,,
Heart_Failure,1999,F,40 to 44,1202800,470.0,1160,80.0,1290.0
Heart_Failure,1999,F,45 to 49,1068500,680.0,2420,110.0,1680.0
Heart_Failure,1999,F,50 to 54,940540,1170.0,4230,250.0,2310.0
Heart_Failure,1999,F,55 to 59,719670,1630.0,6210,440.0,2760.0
Heart_Failure,1999,F,60 to 64,594440,2450.0,9470,740.0,3390.0
Heart_Failure,1999,F,65 to 69,556600,4040.0,15790,1470.0,4800.0
Heart_Failure,1999,F,70 to 74,514330,6440.0,25160,2670.0,6800.0
Heart_Failure,1999,F,75 to 79,448370,9110.0,36560,4570.0,9100.0
Heart_Failure,1999,F,80 to 84,298460,9430.0,38750,5770.0,9940.0
Heart_Failure,1999,F,85+,294630,14160.0,62850,14050.0,21460.0
Heart_Failure,1999,M,40 to 44,1197910,660.0,1660,100.0,2020.0
Heart_Failure,1999,M,45 to 49,1060470,1120.0,3890,230.0,2610.0
Heart_Failure,1999,M,50 to 54,941360,1910.0,7100,400.0,3470.0
Heart_Failure,1999,M,55 to 59,716210,2760.0,10590,770.0,4310.0
Heart_Failure,1999,M,60 to 64,572650,3810.0,14860,1320.0,5480.0
Heart_Failure,1999,M,65 to 69,517380,5910.0,22790,2490.0,7710.0
Heart_Failure,1999,M,70 to 74,431760,7910.0,30690,4140.0,9750.0
Heart_Failure,1999,M,75 to 79,321030,9030.0,35370,5730.0,10990.0
Heart_Failure,1999,M,80 to 84,180630,7290.0,28980,5900.0,9060.0
Heart_Failure,1999,M,85+,131070,7410.0,30380,8430.0,11360.0
Heart_Failure,2000,F,40 to 44,1226940,430.0,1180,60.0,1130.0
Heart_Failure,2000,F,45 to 49,1101330,630.0,2660,140.0,1660.0
Heart_Failure,2000,F,50 to 54,981570,1230.0,4870,270.0,2430.0
Heart_Failure,2000,F,55 to 59,746570,1590.0,6890,410.0,2760.0
Heart_Failure,2000,F,60 to 64,608870,2370.0,10320,750.0,3340.0
Heart_Failure,2000,F,65 to 69,555160,3740.0,16610,1420.0,4630.0
Heart_Failure,2000,F,70 to 74,517570,5990.0,26500,2560.0,6510.0
Heart_Failure,2000,F,75 to 79,453750,8690.0,39120,4460.0,8870.0
Heart_Failure,2000,F,80 to 84,313300,9350.0,42370,6070.0,9830.0
Heart_Failure,2000,F,85+,306740,13550.0,68880,15180.0,21860.0
Heart_Failure,2000,M,40 to 44,1225920,640.0,1670,90.0,1870.0
Heart_Failure,2000,M,45 to 49,1092550,1070.0,4310,210.0,2560.0
Heart_Failure,2000,M,50 to 54,980440,1930.0,8020,430.0,3590.0
Heart_Failure,2000,M,55 to 59,744660,2690.0,11780,750.0,4340.0
Heart_Failure,2000,M,60 to 64,586890,3650.0,16310,1300.0,5400.0
Heart_Failure,2000,M,65 to 69,516890,5330.0,23660,2280.0,7400.0
Heart_Failure,2000,M,70 to 74,441420,7440.0,33060,4090.0,9490.0
Heart_Failure,2000,M,75 to 79,328060,8410.0,37790,5710.0,10630.0
Heart_Failure,2000,M,80 to 84,191190,7120.0,32030,6200.0,9210.0
Heart_Failure,2000,M,85+,136970,7370.0,33300,9060.0,11460.0
Heart_Failure,2001,F,40 to 44,1248310,450.0,1230,70.0,1190.0
Heart_Failure,2001,F,45 to 49,1132250,670.0,2900,140.0,1710.0
Heart_Failure,2001,F,50 to 54,996060,1130.0,5230,290.0,2310.0
Heart_Failure,2001,F,55 to 59,801060,1620.0,7720,500.0,2850.0
Heart_Failure,2001,F,60 to 64,628860,2380.0,11120,710.0,3390.0
Heart_Failure,2001,F,65 to 69,555160,3610.0,17430,1390.0,4580.0
Heart_Failure,2001,F,70 to 74,521500,5610.0,27520,2610.0,6680.0
Heart_Failure,2001,F,75 to 79,456590,8230.0,40580,4500.0,8760.0
Heart_Failure,2001,F,80 to 84,329770,8920.0,45670,6250.0,10290.0
Heart_Failure,2001,F,85+,317960,13180.0,73870,15940.0,21910.0
Heart_Failure,2001,M,40 to 44,1249680,700.0,1770,100.0,1900.0
Heart_Failure,2001,M,45 to 49,1124820,1100.0,4660,250.0,2640.0
Heart_Failure,2001,M,50 to 54,993100,1830.0,8560,430.0,3560.0
Heart_Failure,2001,M,55 to 59,799020,2680.0,13020,780.0,4610.0
Heart_Failure,2001,M,60 to 64,607710,3540.0,17590,1330.0,5520.0
Heart_Failure,2001,M,65 to 69,517600,4880.0,24680,2320.0,7100.0
Heart_Failure,2001,M,70 to 74,450190,7050.0,34720,4070.0,9360.0
Heart_Failure,2001,M,75 to 79,334760,7940.0,39740,5750.0,10460.0
Heart_Failure,2001,M,80 to 84,203070,7000.0,34710,6440.0,9390.0
Heart_Failure,2001,M,85+,142450,7100.0,35660,9600.0,11530.0
Heart_Failure,2002,F,40 to 44,1264440,450.0,1220,90.0,1170.0
Heart_Failure,2002,F,45 to 49,1165940,670.0,3120,150.0,1780.0
Heart_Failure,2002,F,50 to 54,1012920,1110.0,5500,270.0,2340.0
Heart_Failure,2002,F,55 to 59,853070,1550.0,8280,470.0,3040.0
Heart_Failure,2002,F,60 to 64,655120,2270.0,11870,760.0,3670.0
Heart_Failure,2002,F,65 to 69,558330,3260.0,17770,1360.0,4620.0
Heart_Failure,2002,F,70 to 74,523650,5280.0,28260,2520.0,6390.0
Heart_Failure,2002,F,75 to 79,459730,7600.0,41420,4540.0,8760.0
Heart_Failure,2002,F,80 to 84,346550,8480.0,48430,6490.0,10690.0
Heart_Failure,2002,F,85+,328010,12350.0,77350,16650.0,22360.0
Heart_Failure,2002,M,40 to 44,1267820,700.0,1800,100.0,1940.0
Heart_Failure,2002,M,45 to 49,1160310,1140.0,4950,200.0,2700.0
Heart_Failure,2002,M,50 to 54,1007530,1830.0,9020,430.0,3740.0
Heart_Failure,2002,M,55 to 59,848830,2870.0,14330,830.0,4720.0
Heart_Failure,2002,M,60 to 64,635790,3610.0,19090,1350.0,5610.0
Heart_Failure,2002,M,65 to 69,521150,4610.0,25280,2260.0,7050.0
Heart_Failure,2002,M,70 to 74,456990,6520.0,35750,3940.0,9260.0
Heart_Failure,2002,M,75 to 79,343280,7410.0,41070,5860.0,10360.0
Heart_Failure,2002,M,80 to 84,215230,6810.0,37250,6560.0,9670.0
Heart_Failure,2002,M,85+,147320,6730.0,37190,9760.0,11680.0
Heart_Failure,2003,F,40 to 44,1280230,460.0,1210,80.0,1210.0
Heart_Failure,2003,F,45 to 49,1193800,670.0,3250,120.0,1810.0
Heart_Failure,2003,F,50 to 54,1039240,1020.0,5690,270.0,2520.0
Heart_Failure,2003,F,55 to 59,895400,1600.0,8920,490.0,3140.0
Heart_Failure,2003,F,60 to 64,684330,2090.0,12380,820.0,3820.0
Heart_Failure,2003,F,65 to 69,568300,3170.0,18270,1360.0,4640.0
Heart_Failure,2003,F,70 to 74,524480,4870.0,28500,2620.0,6450.0
Heart_Failure,2003,F,75 to 79,461210,7180.0,41630,4550.0,8760.0
Heart_Failure,2003,F,80 to 84,361340,8730.0,51080,6890.0,10910.0
Heart_Failure,2003,F,85+,339020,12600.0,80630,17690.0,23140.0
Heart_Failure,2003,M,40 to 44,1286730,720.0,1920,90.0,1900.0
Heart_Failure,2003,M,45 to 49,1191400,1050.0,5160,210.0,2810.0
Heart_Failure,2003,M,50 to 54,1030210,1800.0,9280,440.0,3720.0
Heart_Failure,2003,M,55 to 59,889080,2820.0,15440,840.0,4850.0
Heart_Failure,2003,M,60 to 64,666390,3590.0,20430,1360.0,5820.0
Heart_Failure,2003,M,65 to 69,530480,4570.0,26130,2180.0,6960.0
Heart_Failure,2003,M,70 to 74,461730,6410.0,36530,4030.0,9330.0
Heart_Failure,2003,M,75 to 79,351760,7320.0,42140,6010.0,10500.0
Heart_Failure,2003,M,80 to 84,226530,6940.0,39830,7160.0,10130.0
Heart_Failure,2003,M,85+,153240,6650.0,38790,10170.0,12150.0
Heart_Failure,2004,F,40 to 44,1285410,470.0,1230,70.0,1080.0
Heart_Failure,2004,F,45 to 49,1219050,640.0,3340,140.0,1760.0
Heart_Failure,2004,F,50 to 54,1071350,1060.0,5890,250.0,2540.0
Heart_Failure,2004,F,55 to 59,938530,1600.0,9500,490.0,3230.0
Heart_Failure,2004,F,60 to 64,712650,2160.0,12950,780.0,3750.0
Heart_Failure,2004,F,65 to 69,579360,3000.0,18630,1350.0,4510.0
Heart_Failure,2004,F,70 to 74,525040,4680.0,28360,2520.0,6170.0
Heart_Failure,2004,F,75 to 79,462730,6730.0,41370,4340.0,8470.0
Heart_Failure,2004,F,80 to 84,372220,8520.0,52520,6930.0,10970.0
Heart_Failure,2004,F,85+,352630,12690.0,83770,17970.0,23290.0
Heart_Failure,2004,M,40 to 44,1295550,670.0,1890,100.0,1990.0
Heart_Failure,2004,M,45 to 49,1218090,1010.0,5210,200.0,2790.0
Heart_Failure,2004,M,50 to 54,1061250,1790.0,9760,400.0,3770.0
Heart_Failure,2004,M,55 to 59,930400,2830.0,16380,850.0,5060.0
Heart_Failure,2004,M,60 to 64,696200,3500.0,21570,1470.0,5820.0
Heart_Failure,2004,M,65 to 69,542310,4410.0,27120,2130.0,6850.0
Heart_Failure,2004,M,70 to 74,465260,5890.0,36690,3760.0,8910.0
Heart_Failure,2004,M,75 to 79,359170,7160.0,43080,5710.0,10280.0
Heart_Failure,2004,M,80 to 84,235870,7010.0,41260,7200.0,10170.0
Heart_Failure,2004,M,85+,161060,6920.0,40880,10500.0,12330.0
Heart_Failure,2005,F,40 to 44,1275700,470.0,1250,80.0,1210.0
Heart_Failure,2005,F,45 to 49,1246330,690.0,3450,140.0,1840.0
Heart_Failure,2005,F,50 to 54,1106190,1010.0,6080,280.0,2510.0
Heart_Failure,2005,F,55 to 59,980080,1600.0,9990,480.0,3300.0
Heart_Failure,2005,F,60 to 64,739400,2180.0,13600,790.0,3820.0
Heart_Failure,2005,F,65 to 69,593950,3030.0,18990,1330.0,4500.0
Heart_Failure,2005,F,70 to 74,524470,4400.0,28130,2420.0,6000.0
Heart_Failure,2005,F,75 to 79,466390,6530.0,41120,4170.0,8450.0
Heart_Failure,2005,F,80 to 84,377790,8240.0,53070,6620.0,10710.0
Heart_Failure,2005,F,85+,371420,12630.0,87240,17950.0,23050.0
Heart_Failure,2005,M,40 to 44,1287420,680.0,1890,100.0,1940.0
Heart_Failure,2005,M,45 to 49,1247520,1080.0,5310,200.0,2760.0
Heart_Failure,2005,M,50 to 54,1095530,1790.0,10190,440.0,3810.0
Heart_Failure,2005,M,55 to 59,969580,2790.0,17330,810.0,5060.0
Heart_Failure,2005,M,60 to 64,724550,3490.0,22390,1380.0,5830.0
Heart_Failure,2005,M,65 to 69,556960,4280.0,28170,2070.0,6730.0
Heart_Failure,2005,M,70 to 74,467120,5630.0,36500,3550.0,8430.0
Heart_Failure,2005,M,75 to 79,369420,6900.0,44220,5370.0,10160.0
Heart_Failure,2005,M,80 to 84,243130,6810.0,42050,6730.0,10020.0
Heart_Failure,2005,M,85+,171930,7030.0,43440,10550.0,12400.0
Heart_Failure,2006,F,40 to 44,1252980,450.0,1260,50.0,1110.0
Heart_Failure,2006,F,45 to 49,1269230,660.0,3510,130.0,1870.0
Heart_Failure,2006,F,50 to 54,1139080,1020.0,6220,240.0,2650.0
Heart_Failure,2006,F,55 to 59,995380,1580.0,10200,510.0,3280.0
Heart_Failure,2006,F,60 to 64,794010,2220.0,14410,850.0,4070.0
Heart_Failure,2006,F,65 to 69,613920,2880.0,19340,1370.0,4630.0
Heart_Failure,2006,F,70 to 74,525630,4370.0,28130,2330.0,6000.0
Heart_Failure,2006,F,75 to 79,471000,6490.0,41090,4130.0,8420.0
Heart_Failure,2006,F,80 to 84,381640,8000.0,52850,6750.0,11040.0
Heart_Failure,2006,F,85+,392690,12570.0,91290,19010.0,24700.0
Heart_Failure,2006,M,40 to 44,1262550,690.0,1890,70.0,1830.0
Heart_Failure,2006,M,45 to 49,1270960,1110.0,5460,210.0,2780.0
Heart_Failure,2006,M,50 to 54,1129270,1680.0,10430,440.0,3930.0
Heart_Failure,2006,M,55 to 59,982860,2750.0,17580,820.0,5120.0
Heart_Failure,2006,M,60 to 64,778460,3600.0,23930,1390.0,6260.0
Heart_Failure,2006,M,65 to 69,578010,4260.0,29180,2190.0,6890.0
Heart_Failure,2006,M,70 to 74,470350,5500.0,36770,3470.0,8410.0
Heart_Failure,2006,M,75 to 79,379450,6880.0,45220,5570.0,10310.0
Heart_Failure,2006,M,80 to 84,250790,6800.0,43340,7060.0,10400.0
Heart_Failure,2006,M,85+,184670,7250.0,46460,11630.0,13430.0
Heart_Failure,2007,F,40 to 44,1221770,470.0,1260,70.0,1070.0
Heart_Failure,2007,F,45 to 49,1288400,670.0,3520,150.0,1930.0
Heart_Failure,2007,F,50 to 54,1175610,1100.0,6570,270.0,2580.0
Heart_Failure,2007,F,55 to 59,1013100,1540.0,10330,480.0,3400.0
Heart_Failure,2007,F,60 to 64,846640,2290.0,15060,840.0,4130.0
Heart_Failure,2007,F,65 to 69,639790,2890.0,19790,1290.0,4870.0
Heart_Failure,2007,F,70 to 74,529930,4110.0,27760,2250.0,5960.0
Heart_Failure,2007,F,75 to 79,474070,6150.0,40990,4010.0,8190.0
Heart_Failure,2007,F,80 to 84,385400,7740.0,52490,6350.0,10730.0
Heart_Failure,2007,F,85+,412590,12920.0,94530,19180.0,25340.0
Heart_Failure,2007,M,40 to 44,1228580,660.0,1830,80.0,1750.0
Heart_Failure,2007,M,45 to 49,1292030,1070.0,5530,210.0,2790.0
Heart_Failure,2007,M,50 to 54,1167700,1850.0,10760,440.0,4050.0
Heart_Failure,2007,M,55 to 59,999250,2730.0,17790,800.0,5230.0
Heart_Failure,2007,M,60 to 64,829540,3790.0,25380,1490.0,6420.0
Heart_Failure,2007,M,65 to 69,606250,4350.0,30550,2200.0,7120.0
Heart_Failure,2007,M,70 to 74,475770,5370.0,36980,3360.0,8210.0
Heart_Failure,2007,M,75 to 79,387470,6700.0,45810,5370.0,10330.0
Heart_Failure,2007,M,80 to 84,259650,6770.0,44230,6940.0,10370.0
Heart_Failure,2007,M,85+,196130,7230.0,48590,11620.0,13710.0
Heart_Failure,2008,F,40 to 44,1191250,510.0,1320,50.0,1000.0
Heart_Failure,2008,F,45 to 49,1309110,780.0,3590,140.0,1800.0
Heart_Failure,2008,F,50 to 54,1206540,1090.0,6790,270.0,2600.0
Heart_Failure,2008,F,55 to 59,1041780,1690.0,10660,470.0,3440.0
Heart_Failure,2008,F,60 to 64,891100,2450.0,15940,860.0,4120.0
Heart_Failure,2008,F,65 to 69,669330,3160.0,20540,1340.0,4870.0
Heart_Failure,2008,F,70 to 74,541160,4330.0,28070,2300.0,5960.0
Heart_Failure,2008,F,75 to 79,476560,6050.0,40740,3790.0,8120.0
Heart_Failure,2008,F,80 to 84,389150,7870.0,52580,6430.0,10780.0
Heart_Failure,2008,F,85+,433970,13490.0,98070,19850.0,26220.0
Heart_Failure,2008,M,40 to 44,1194980,740.0,1880,70.0,1560.0
Heart_Failure,2008,M,45 to 49,1315720,1160.0,5740,220.0,2640.0
Heart_Failure,2008,M,50 to 54,1202060,1860.0,11030,440.0,3990.0
Heart_Failure,2008,M,55 to 59,1025030,2800.0,18070,810.0,5190.0
Heart_Failure,2008,M,60 to 64,871520,4070.0,26960,1490.0,6510.0
Heart_Failure,2008,M,65 to 69,637620,4610.0,32050,2320.0,7010.0
Heart_Failure,2008,M,70 to 74,486770,5330.0,37570,3390.0,8000.0
Heart_Failure,2008,M,75 to 79,394620,6730.0,46210,5390.0,10010.0
Heart_Failure,2008,M,80 to 84,269130,6780.0,45350,7060.0,10740.0
Heart_Failure,2008,M,85+,209240,7830.0,51440,12270.0,14540.0
Heart_Failure,2009,F,40 to 44,1165060,490.0,1320,50.0,970.0
Heart_Failure,2009,F,45 to 49,1317080,750.0,3720,170.0,1830.0
Heart_Failure,2009,F,50 to 54,1233150,1220.0,7080,260.0,2650.0
Heart_Failure,2009,F,55 to 59,1074990,1630.0,10960,460.0,3370.0
Heart_Failure,2009,F,60 to 64,934960,2460.0,16580,940.0,4420.0
Heart_Failure,2009,F,65 to 69,697960,3150.0,21490,1360.0,4850.0
Heart_Failure,2009,F,70 to 74,552310,4100.0,28160,2110.0,5890.0
Heart_Failure,2009,F,75 to 79,479190,5830.0,40360,3690.0,7980.0
Heart_Failure,2009,F,80 to 84,392060,7710.0,52310,6280.0,10600.0
Heart_Failure,2009,F,85+,453620,13760.0,101410,20080.0,26420.0
Heart_Failure,2009,M,40 to 44,1166080,710.0,1890,80.0,1520.0
Heart_Failure,2009,M,45 to 49,1325670,1180.0,5850,200.0,2630.0
Heart_Failure,2009,M,50 to 54,1229690,1880.0,11300,430.0,4030.0
Heart_Failure,2009,M,55 to 59,1056830,2760.0,18420,820.0,5220.0
Heart_Failure,2009,M,60 to 64,913020,4010.0,28250,1450.0,6470.0
Heart_Failure,2009,M,65 to 69,667320,4610.0,33420,2320.0,7250.0
Heart_Failure,2009,M,70 to 74,499440,5250.0,38190,3100.0,8020.0
Heart_Failure,2009,M,75 to 79,400500,6500.0,46320,5080.0,9990.0
Heart_Failure,2009,M,80 to 84,276910,6690.0,46330,7030.0,10610.0
Heart_Failure,2009,M,85+,222040,7930.0,53850,12450.0,14810.0
Heart_Failure,2010,F,40 to 44,1157120,460.0,1320,60.0,920.0
Heart_Failure,2010,F,45 to 49,1307730,720.0,3740,160.0,1670.0
Heart_Failure,2010,F,50 to 54,1261160,1130.0,7240,290.0,2690.0
Heart_Failure,2010,F,55 to 59,1110180,1600.0,11230,490.0,3470.0
Heart_Failure,2010,F,60 to 64,976360,2430.0,17240,910.0,4480.0
Heart_Failure,2010,F,65 to 69,726280,3110.0,22090,1400.0,5160.0
Heart_Failure,2010,F,70 to 74,568070,4090.0,28680,2200.0,5930.0
Heart_Failure,2010,F,75 to 79,480780,5700.0,39720,3780.0,7980.0
Heart_Failure,2010,F,80 to 84,397460,7430.0,51970,6230.0,10770.0
Heart_Failure,2010,F,85+,474360,14030.0,105020,21140.0,28520.0
Heart_Failure,2010,M,40 to 44,1155720,680.0,1870,70.0,1430.0
Heart_Failure,2010,M,45 to 49,1318780,1110.0,5850,190.0,2610.0
Heart_Failure,2010,M,50 to 54,1259690,1830.0,11420,400.0,3930.0
Heart_Failure,2010,M,55 to 59,1091540,2670.0,18870,890.0,5230.0
Heart_Failure,2010,M,60 to 64,952240,3920.0,29440,1480.0,6870.0
Heart_Failure,2010,M,65 to 69,696420,4490.0,34520,2160.0,7500.0
Heart_Failure,2010,M,70 to 74,515340,5170.0,39160,3190.0,8110.0
Heart_Failure,2010,M,75 to 79,405090,6120.0,46050,5020.0,9680.0
Heart_Failure,2010,M,80 to 84,287820,6840.0,47560,7020.0,10820.0
Heart_Failure,2010,M,85+,236260,8420.0,56910,13200.0,15770.0
Osteoporosis,1999,F,40 to 44,1202800,5960.0,16530,,
Osteoporosis,1999,F,45 to 49,1068500,9040.0,32410,,
Osteoporosis,1999,F,50 to 54,940540,15870.0,55410,,
