Disease,Fiscal Year,Gender,Age Group,Population,Incidence,Prevalence,Mortality with Disease,Mortality without Disease
Osteoporosis,1999,F,55 to 59,719670,15830.0,62570,,
Osteoporosis,1999,F,60 to 64,594440,16310.0,64750,,
Osteoporosis,1999,F,65 to 69,556600,17470.0,70920,,
Osteoporosis,1999,F,70 to 74,514330,16720.0,70510,,
Osteoporosis,1999,F,75 to 79,448370,14700.0,63760,,
Osteoporosis,1999,F,80 to 84,298460,9340.0,42660,,
Osteoporosis,1999,F,85+,294630,8990.0,41630,,
Osteoporosis,1999,M,40 to 44,1197910,2540.0,7320,,
Osteoporosis,1999,M,45 to 49,1060470,2330.0,10400,,
Osteoporosis,1999,M,50 to 54,941360,2390.0,10450,,
Osteoporosis,1999,M,55 to 59,716210,2270.0,9730,,
Osteoporosis,1999,M,60 to 64,572650,2230.0,9240,,
Osteoporosis,1999,M,65 to 69,517380,2610.0,9800,,
Osteoporosis,1999,M,70 to 74,431760,2730.0,10010,,
Osteoporosis,1999,M,75 to 79,321030,2570.0,9480,,
Osteoporosis,1999,M,80 to 84,180630,1790.0,6260,,
Osteoporosis,1999,M,85+,131070,1470.0,5370,,
Osteoporosis,2000,F,40 to 44,1226940,6140.0,17480,,
Osteoporosis,2000,F,45 to 49,1101330,9670.0,39070,,
Osteoporosis,2000,F,50 to 54,981570,16830.0,68310,,
Osteoporosis,2000,F,55 to 59,746570,16790.0,77540,,
Osteoporosis,2000,F,60 to 64,608870,16100.0,79680,,
Osteoporosis,2000,F,65 to 69,555160,16760.0,85370,,
Osteoporosis,2000,F,70 to 74,517570,16050.0,85880,,
Osteoporosis,2000,F,75 to 79,453750,14480.0,78570,,
Osteoporosis,2000,F,80 to 84,313300,9680.0,53910,,
Osteoporosis,2000,F,85+,306740,9060.0,51950,,
Osteoporosis,2000,M,40 to 44,1225920,2610.0,7640,,
Osteoporosis,2000,M,45 to 49,1092550,2370.0,12860,,
Osteoporosis,2000,M,50 to 54,980440,2520.0,12870,,
Osteoporosis,2000,M,55 to 59,744660,2440.0,12040,,
Osteoporosis,2000,M,60 to 64,586890,2380.0,11370,,
Osteoporosis,2000,M,65 to 69,516890,2510.0,11760,,
Osteoporosis,2000,M,70 to 74,441420,2840.0,12310,,
Osteoporosis,2000,M,75 to 79,328060,2600.0,11520,,
Osteoporosis,2000,M,80 to 84,191190,1780.0,7920,,
Osteoporosis,2000,M,85+,136970,1580.0,6660,,
Osteoporosis,2001,F,40 to 44,1248310,6200.0,18040,,
Osteoporosis,2001,F,45 to 49,1132250,9970.0,44960,,
Osteoporosis,2001,F,50 to 54,996060,17790.0,78530,,
Osteoporosis,2001,F,55 to 59,801060,18020.0,95810,,
Osteoporosis,2001,F,60 to 64,628860,16040.0,94610,,
Osteoporosis,2001,F,65 to 69,555160,16000.0,98710,,
Osteoporosis,2001,F,70 to 74,521500,15810.0,101110,,
Osteoporosis,2001,F,75 to 79,456590,14160.0,92490,,
Osteoporosis,2001,F,80 to 84,329770,10280.0,66380,,
Osteoporosis,2001,F,85+,317960,9360.0,62650,,
Osteoporosis,2001,M,40 to 44,1249680,2430.0,7670,,
Osteoporosis,2001,M,45 to 49,1124820,2400.0,15020,,
Osteoporosis,2001,M,50 to 54,993100,2460.0,14920,,
Osteoporosis,2001,M,55 to 59,799020,2510.0,14660,,
Osteoporosis,2001,M,60 to 64,607710,2340.0,13480,,
Osteoporosis,2001,M,65 to 69,517600,2610.0,13810,,
Osteoporosis,2001,M,70 to 74,450190,2970.0,14620,,
Osteoporosis,2001,M,75 to 79,334760,2810.0,13570,,
Osteoporosis,2001,M,80 to 84,203070,1970.0,9850,,
Osteoporosis,2001,M,85+,142450,1680.0,8030,,
Osteoporosis,2002,F,40 to 44,1264440,6490.0,18580,,
Osteoporosis,2002,F,45 to 49,1165940,10180.0,49790,,
Osteoporosis,2002,F,50 to 54,1012920,18720.0,88450,,
Osteoporosis,2002,F,55 to 59,853070,19580.0,114850,,
Osteoporosis,2002,F,60 to 64,655120,17180.0,111230,,
Osteoporosis,2002,F,65 to 69,558330,16210.0,111970,,
Osteoporosis,2002,F,70 to 74,523650,15770.0,116050,,
Osteoporosis,2002,F,75 to 79,459730,13950.0,106180,,
Osteoporosis,2002,F,80 to 84,346550,10430.0,79760,,
Osteoporosis,2002,F,85+,328010,9240.0,73500,,
Osteoporosis,2002,M,40 to 44,1267820,2580.0,7710,,
Osteoporosis,2002,M,45 to 49,1160310,2400.0,16700,,
Osteoporosis,2002,M,50 to 54,1007530,2620.0,17390,,
Osteoporosis,2002,M,55 to 59,848830,2800.0,17410,,
Osteoporosis,2002,M,60 to 64,635790,2670.0,16170,,
Osteoporosis,2002,M,65 to 69,521150,2920.0,15890,,
Osteoporosis,2002,M,70 to 74,456990,3140.0,17110,,
Osteoporosis,2002,M,75 to 79,343280,2980.0,15890,,
Osteoporosis,2002,M,80 to 84,215230,2270.0,11960,,
Osteoporosis,2002,M,85+,147320,1800.0,9480,,
Osteoporosis,2003,F,40 to 44,1280230,5850.0,18160,,
Osteoporosis,2003,F,45 to 49,1193800,9270.0,52490,,
Osteoporosis,2003,F,50 to 54,1039240,16740.0,95860,,
Osteoporosis,2003,F,55 to 59,895400,18660.0,131190,,
Osteoporosis,2003,F,60 to 64,684330,16390.0,127680,,
Osteoporosis,2003,F,65 to 69,568300,15120.0,124900,,
Osteoporosis,2003,F,70 to 74,524480,14750.0,129170,,
Osteoporosis,2003,F,75 to 79,461210,13450.0,119220,,
Osteoporosis,2003,F,80 to 84,361340,10480.0,93340,,
Osteoporosis,2003,F,85+,339020,9210.0,84810,,
Osteoporosis,2003,M,40 to 44,1286730,2460.0,7740,,
Osteoporosis,2003,M,45 to 49,1191400,2380.0,17790,,
Osteoporosis,2003,M,50 to 54,1030210,2690.0,19740,,
Osteoporosis,2003,M,55 to 59,889080,2890.0,20260,,
Osteoporosis,2003,M,60 to 64,666390,2870.0,18940,,
Osteoporosis,2003,M,65 to 69,530480,3070.0,18330,,
Osteoporosis,2003,M,70 to 74,461730,3460.0,19790,,
Osteoporosis,2003,M,75 to 79,351760,3360.0,18600,,
Osteoporosis,2003,M,80 to 84,226530,2530.0,14370,,
Osteoporosis,2003,M,85+,153240,1930.0,11130,,
Osteoporosis,2004,F,40 to 44,1285410,5810.0,17790,,
Osteoporosis,2004,F,45 to 49,1219050,9160.0,53870,,
Osteoporosis,2004,F,50 to 54,1071350,16320.0,102020,,
Osteoporosis,2004,F,55 to 59,938530,18880.0,147040,,
Osteoporosis,2004,F,60 to 64,712650,15800.0,142850,,
Osteoporosis,2004,F,65 to 69,579360,14370.0,137510,,
Osteoporosis,2004,F,70 to 74,525040,13420.0,140490,,
Osteoporosis,2004,F,75 to 79,462730,12220.0,130420,,
Osteoporosis,2004,F,80 to 84,372220,9830.0,106470,,
Osteoporosis,2004,F,85+,352630,9140.0,96580,,
Osteoporosis,2004,M,40 to 44,1295550,2450.0,7590,,
Osteoporosis,2004,M,45 to 49,1218090,2540.0,18740,,
Osteoporosis,2004,M,50 to 54,1061250,2770.0,22280,,
Osteoporosis,2004,M,55 to 59,930400,3110.0,23170,,
Osteoporosis,2004,M,60 to 64,696200,3000.0,21660,,
Osteoporosis,2004,M,65 to 69,542310,3290.0,21180,,
Osteoporosis,2004,M,70 to 74,465260,3650.0,22460,,
Osteoporosis,2004,M,75 to 79,359170,3560.0,21210,,
Osteoporosis,2004,M,80 to 84,235870,2720.0,16880,,
Osteoporosis,2004,M,85+,161060,2040.0,13030,,
Osteoporosis,2005,F,40 to 44,1275700,5900.0,17600,,
Osteoporosis,2005,F,45 to 49,1246330,9170.0,54560,,
Osteoporosis,2005,F,50 to 54,1106190,16620.0,107920,,
Osteoporosis,2005,F,55 to 59,980080,19070.0,161670,,
Osteoporosis,2005,F,60 to 64,739400,15620.0,157270,,
Osteoporosis,2005,F,65 to 69,593950,14020.0,150310,,
Osteoporosis,2005,F,70 to 74,524470,12620.0,150250,,
Osteoporosis,2005,F,75 to 79,466390,11680.0,141870,,
Osteoporosis,2005,F,80 to 84,377790,9690.0,117860,,
Osteoporosis,2005,F,85+,371420,8960.0,110500,,
Osteoporosis,2005,M,40 to 44,1287420,2570.0,7680,,
Osteoporosis,2005,M,45 to 49,1247520,2490.0,19030,,
Osteoporosis,2005,M,50 to 54,1095530,2790.0,24910,,
Osteoporosis,2005,M,55 to 59,969580,3110.0,26060,,
Osteoporosis,2005,M,60 to 64,724550,3170.0,24520,,
Osteoporosis,2005,M,65 to 69,556960,3460.0,23970,,
Osteoporosis,2005,M,70 to 74,467120,3750.0,25010,,
Osteoporosis,2005,M,75 to 79,369420,3700.0,24300,,
Osteoporosis,2005,M,80 to 84,243130,2810.0,19270,,
Osteoporosis,2005,M,85+,171930,2140.0,15350,,
Osteoporosis,2006,F,40 to 44,1252980,5370.0,16970,,
Osteoporosis,2006,F,45 to 49,1269230,8300.0,54010,,
Osteoporosis,2006,F,50 to 54,1139080,15470.0,111570,,
Osteoporosis,2006,F,55 to 59,995380,17860.0,168680,,
Osteoporosis,2006,F,60 to 64,794010,15300.0,176480,,
Osteoporosis,2006,F,65 to 69,613920,13340.0,163410,,
Osteoporosis,2006,F,70 to 74,525630,11460.0,158680,,
Osteoporosis,2006,F,75 to 79,471000,10410.0,152350,,
Osteoporosis,2006,F,80 to 84,381640,8480.0,127070,,
Osteoporosis,2006,F,85+,392690,8280.0,124940,,
Osteoporosis,2006,M,40 to 44,1262550,2480.0,7640,,
Osteoporosis,2006,M,45 to 49,1270960,2590.0,19330,,
Osteoporosis,2006,M,50 to 54,1129270,2840.0,27130,,
Osteoporosis,2006,M,55 to 59,982860,3070.0,28230,,
Osteoporosis,2006,M,60 to 64,778460,3020.0,27720,,
Osteoporosis,2006,M,65 to 69,578010,3430.0,26740,,
Osteoporosis,2006,M,70 to 74,470350,3490.0,27410,,
Osteoporosis,2006,M,75 to 79,379450,3370.0,26950,,
Osteoporosis,2006,M,80 to 84,250790,2680.0,21480,,
Osteoporosis,2006,M,85+,184670,2150.0,17840,,
Osteoporosis,2007,F,40 to 44,1221770,4910.0,15920,,
Osteoporosis,2007,F,45 to 49,1288400,7490.0,52310,,
Osteoporosis,2007,F,50 to 54,1175610,14830.0,113570,,
Osteoporosis,2007,F,55 to 59,1013100,16940.0,173700,,
Osteoporosis,2007,F,60 to 64,846640,15300.0,194500,,
Osteoporosis,2007,F,65 to 69,639790,12950.0,177150,,
Osteoporosis,2007,F,70 to 74,529930,10750.0,166670,,
Osteoporosis,2007,F,75 to 79,474070,10030.0,162030,,
Osteoporosis,2007,F,80 to 84,385400,7960.0,135480,,
Osteoporosis,2007,F,85+,412590,8200.0,139260,,
Osteoporosis,2007,M,40 to 44,1228580,2140.0,7200,,
Osteoporosis,2007,M,45 to 49,1292030,2420.0,19310,,
Osteoporosis,2007,M,50 to 54,1167700,2740.0,28870,,
Osteoporosis,2007,M,55 to 59,999250,2950.0,30450,,
Osteoporosis,2007,M,60 to 64,829540,3200.0,30900,,
Osteoporosis,2007,M,65 to 69,606250,3360.0,29680,,
Osteoporosis,2007,M,70 to 74,475770,3370.0,29270,,
Osteoporosis,2007,M,75 to 79,387470,3520.0,29700,,
Osteoporosis,2007,M,80 to 84,259650,2640.0,23600,,
Osteoporosis,2007,M,85+,196130,2180.0,20250,,
Osteoporosis,2008,F,40 to 44,1191250,4620.0,14880,,
Osteoporosis,2008,F,45 to 49,1309110,7050.0,50470,,
Osteoporosis,2008,F,50 to 54,1206540,13590.0,112960,,
Osteoporosis,2008,F,55 to 59,1041780,15640.0,177560,,
Osteoporosis,2008,F,60 to 64,891100,14600.0,209300,,
Osteoporosis,2008,F,65 to 69,669330,12760.0,191590,,
Osteoporosis,2008,F,70 to 74,541160,10310.0,175920,,
Osteoporosis,2008,F,75 to 79,476560,9310.0,169640,,
Osteoporosis,2008,F,80 to 84,389150,7730.0,143820,,
Osteoporosis,2008,F,85+,433970,8340.0,154210,,
Osteoporosis,2008,M,40 to 44,1194980,2010.0,6670,,
Osteoporosis,2008,M,45 to 49,1315720,2320.0,19300,,
Osteoporosis,2008,M,50 to 54,1202060,2700.0,29970,,
Osteoporosis,2008,M,55 to 59,1025030,2880.0,32600,,
Osteoporosis,2008,M,60 to 64,871520,3130.0,33840,,
Osteoporosis,2008,M,65 to 69,637620,3450.0,32480,,
Osteoporosis,2008,M,70 to 74,486770,3330.0,31570,,
Osteoporosis,2008,M,75 to 79,394620,3450.0,32030,,
Osteoporosis,2008,M,80 to 84,269130,2740.0,25970,,
Osteoporosis,2008,M,85+,209240,2340.0,22950,,
Osteoporosis,2009,F,40 to 44,1165060,4080.0,13610,,
Osteoporosis,2009,F,45 to 49,1317080,6560.0,48120,,
Osteoporosis,2009,F,50 to 54,1233150,12780.0,110570,,
Osteoporosis,2009,F,55 to 59,1074990,15430.0,180510,,
Osteoporosis,2009,F,60 to 64,934960,14520.0,223310,,
Osteoporosis,2009,F,65 to 69,697960,12550.0,204650,,
Osteoporosis,2009,F,70 to 74,552310,9930.0,185480,,
Osteoporosis,2009,F,75 to 79,479190,8630.0,176850,,
Osteoporosis,2009,F,80 to 84,392060,7240.0,150920,,
Osteoporosis,2009,F,85+,453620,8470.0,169700,,
Osteoporosis,2009,M,40 to 44,1166080,1910.0,6210,,
Osteoporosis,2009,M,45 to 49,1325670,2190.0,18920,,
Osteoporosis,2009,M,50 to 54,1229690,2630.0,30540,,
Osteoporosis,2009,M,55 to 59,1056830,2760.0,34770,,
Osteoporosis,2009,M,60 to 64,913020,3130.0,36740,,
Osteoporosis,2009,M,65 to 69,667320,3430.0,35080,,
Osteoporosis,2009,M,70 to 74,499440,3230.0,34110,,
Osteoporosis,2009,M,75 to 79,400500,3290.0,34070,,
Osteoporosis,2009,M,80 to 84,276910,2780.0,28160,,
Osteoporosis,2009,M,85+,222040,2470.0,25650,,
Osteoporosis,2010,F,40 to 44,1157120,3680.0,12280,,
Osteoporosis,2010,F,45 to 49,1307730,5830.0,45550,,
Osteoporosis,2010,F,50 to 54,1261160,11580.0,106310,,
Osteoporosis,2010,F,55 to 59,1110180,14020.0,181970,,
Osteoporosis,2010,F,60 to 64,976360,13580.0,234580,,
Osteoporosis,2010,F,65 to 69,726280,11910.0,216080,,
Osteoporosis,2010,F,70 to 74,568070,9290.0,195470,,
Osteoporosis,2010,F,75 to 79,480780,8150.0,182610,,
Osteoporosis,2010,F,80 to 84,397460,6850.0,158530,,
Osteoporosis,2010,F,85+,474360,7970.0,184990,,
Osteoporosis,2010,M,40 to 44,1155720,1790.0,5750,,
Osteoporosis,2010,M,45 to 49,1318780,2160.0,18340,,
Osteoporosis,2010,M,50 to 54,1259690,2500.0,30640,,
Osteoporosis,2010,M,55 to 59,1091540,2740.0,37010,,
Osteoporosis,2010,M,60 to 64,952240,3110.0,39400,,
Osteoporosis,2010,M,65 to 69,696420,3240.0,37550,,
Osteoporosis,2010,M,70 to 74,515340,3170.0,36310,,
Osteoporosis,2010,M,75 to 79,405090,3060.0,35620,,
Osteoporosis,2010,M,80 to 84,287820,2690.0,30530,,
Osteoporosis,2010,M,85+,236260,2570.0,28630,,
Hip_Fracture,1999,F,40 to 44,1202800,,50,0.0,1370.0
Hip_Fracture,1999,F,45 to 49,1068500,,60,0.0,1790.0
Hip_Fracture,1999,F,50 to 54,940540,,130,10.0,2550.0
Hip_Fracture,1999,F,55 to 59,719670,,220,10.0,3180.0
Hip_Fracture,1999,F,60 to 64,594440,,350,20.0,4120.0
Hip_Fracture,1999,F,65 to 69,556600,,650,70.0,6220.0
Hip_Fracture,1999,F,70 to 74,514330,,1300,190.0,9340.0
Hip_Fracture,1999,F,75 to 79,448370,,2580,440.0,13370.0
Hip_Fracture,1999,F,80 to 84,298460,,3420,660.0,15230.0
Hip_Fracture,1999,F,85+,294630,,6770,2090.0,33930.0
Hip_Fracture,1999,M,40 to 44,1197910,,120,0.0,2120.0
Hip_Fracture,1999,M,45 to 49,1060470,,120,10.0,2830.0
Hip_Fracture,1999,M,50 to 54,941360,,190,10.0,3860.0
Hip_Fracture,1999,M,55 to 59,716210,,210,20.0,5070.0
Hip_Fracture,1999,M,60 to 64,572650,,230,20.0,6790.0
Hip_Fracture,1999,M,65 to 69,517380,,430,80.0,10140.0
Hip_Fracture,1999,M,70 to 74,431760,,610,130.0,13800.0
Hip_Fracture,1999,M,75 to 79,321030,,880,260.0,16510.0
Hip_Fracture,1999,M,80 to 84,180630,,1000,360.0,14700.0
Hip_Fracture,1999,M,85+,131070,,1740,890.0,19090.0
Hip_Fracture,2000,F,40 to 44,1226940,,60,0.0,1190.0
Hip_Fracture,2000,F,45 to 49,1101330,,70,0.0,1800.0
Hip_Fracture,2000,F,50 to 54,981570,,160,10.0,2690.0
Hip_Fracture,2000,F,55 to 59,746570,,220,10.0,3160.0
Hip_Fracture,2000,F,60 to 64,608870,,380,40.0,4070.0
Hip_Fracture,2000,F,65 to 69,555160,,710,70.0,6020.0
Hip_Fracture,2000,F,70 to 74,517570,,1340,170.0,8970.0
Hip_Fracture,2000,F,75 to 79,453750,,2600,420.0,13050.0
Hip_Fracture,2000,F,80 to 84,313300,,3570,690.0,15440.0
Hip_Fracture,2000,F,85+,306740,,6890,2110.0,35420.0
Hip_Fracture,2000,M,40 to 44,1225920,,120,0.0,1960.0
Hip_Fracture,2000,M,45 to 49,1092550,,120,0.0,2770.0
Hip_Fracture,2000,M,50 to 54,980440,,190,10.0,4020.0
Hip_Fracture,2000,M,55 to 59,744660,,200,10.0,5090.0
Hip_Fracture,2000,M,60 to 64,586890,,270,20.0,6690.0
Hip_Fracture,2000,M,65 to 69,516890,,410,70.0,9640.0
Hip_Fracture,2000,M,70 to 74,441420,,670,150.0,13480.0
Hip_Fracture,2000,M,75 to 79,328060,,990,280.0,16140.0
Hip_Fracture,2000,M,80 to 84,191190,,1090,410.0,15100.0
Hip_Fracture,2000,M,85+,136970,,1770,840.0,19850.0
Hip_Fracture,2001,F,40 to 44,1248310,,50,0.0,1260.0
Hip_Fracture,2001,F,45 to 49,1132250,,90,0.0,1850.0
Hip_Fracture,2001,F,50 to 54,996060,,170,10.0,2600.0
Hip_Fracture,2001,F,55 to 59,801060,,240,10.0,3340.0
Hip_Fracture,2001,F,60 to 64,628860,,360,30.0,4080.0
Hip_Fracture,2001,F,65 to 69,555160,,670,70.0,5930.0
Hip_Fracture,2001,F,70 to 74,521500,,1270,160.0,9170.0
Hip_Fracture,2001,F,75 to 79,456590,,2510,430.0,12970.0
Hip_Fracture,2001,F,80 to 84,329770,,3580,720.0,16030.0
Hip_Fracture,2001,F,85+,317960,,7030,2150.0,36260.0
Hip_Fracture,2001,M,40 to 44,1249680,,130,0.0,2000.0
Hip_Fracture,2001,M,45 to 49,1124820,,150,10.0,2880.0
Hip_Fracture,2001,M,50 to 54,993100,,180,10.0,3980.0
Hip_Fracture,2001,M,55 to 59,799020,,230,20.0,5380.0
Hip_Fracture,2001,M,60 to 64,607710,,310,30.0,6820.0
Hip_Fracture,2001,M,65 to 69,517600,,390,70.0,9390.0
Hip_Fracture,2001,M,70 to 74,450190,,650,150.0,13310.0
Hip_Fracture,2001,M,75 to 79,334760,,920,240.0,16030.0
Hip_Fracture,2001,M,80 to 84,203070,,1080,410.0,15520.0
Hip_Fracture,2001,M,85+,142450,,1770,850.0,20450.0
Hip_Fracture,2002,F,40 to 44,1264440,,40,0.0,1260.0
Hip_Fracture,2002,F,45 to 49,1165940,,80,0.0,1930.0
Hip_Fracture,2002,F,50 to 54,1012920,,170,10.0,2610.0
Hip_Fracture,2002,F,55 to 59,853070,,260,20.0,3490.0
Hip_Fracture,2002,F,60 to 64,655120,,370,30.0,4410.0
Hip_Fracture,2002,F,65 to 69,558330,,620,70.0,5930.0
Hip_Fracture,2002,F,70 to 74,523650,,1220,160.0,8790.0
Hip_Fracture,2002,F,75 to 79,459730,,2340,370.0,13040.0
Hip_Fracture,2002,F,80 to 84,346550,,3650,720.0,16670.0
Hip_Fracture,2002,F,85+,328010,,7140,2270.0,37320.0
Hip_Fracture,2002,M,40 to 44,1267820,,110,0.0,2030.0
Hip_Fracture,2002,M,45 to 49,1160310,,160,0.0,2900.0
Hip_Fracture,2002,M,50 to 54,1007530,,220,20.0,4160.0
Hip_Fracture,2002,M,55 to 59,848830,,240,20.0,5540.0
Hip_Fracture,2002,M,60 to 64,635790,,310,30.0,6940.0
Hip_Fracture,2002,M,65 to 69,521150,,420,70.0,9270.0
Hip_Fracture,2002,M,70 to 74,456990,,600,140.0,13110.0
Hip_Fracture,2002,M,75 to 79,343280,,970,290.0,16010.0
Hip_Fracture,2002,M,80 to 84,215230,,1170,440.0,15900.0
Hip_Fracture,2002,M,85+,147320,,1840,930.0,20720.0
Hip_Fracture,2003,F,40 to 44,1280230,,50,0.0,1290.0
Hip_Fracture,2003,F,45 to 49,1193800,,80,10.0,1930.0
Hip_Fracture,2003,F,50 to 54,1039240,,170,10.0,2780.0
Hip_Fracture,2003,F,55 to 59,895400,,270,20.0,3610.0
Hip_Fracture,2003,F,60 to 64,684330,,390,30.0,4620.0
Hip_Fracture,2003,F,65 to 69,568300,,640,70.0,5950.0
Hip_Fracture,2003,F,70 to 74,524480,,1250,170.0,8950.0
Hip_Fracture,2003,F,75 to 79,461210,,2500,390.0,13050.0
Hip_Fracture,2003,F,80 to 84,361340,,3840,720.0,17270.0
Hip_Fracture,2003,F,85+,339020,,7370,2390.0,39000.0
Hip_Fracture,2003,M,40 to 44,1286730,,120,0.0,1990.0
Hip_Fracture,2003,M,45 to 49,1191400,,170,10.0,3020.0
Hip_Fracture,2003,M,50 to 54,1030210,,200,10.0,4160.0
Hip_Fracture,2003,M,55 to 59,889080,,280,30.0,5680.0
Hip_Fracture,2003,M,60 to 64,666390,,310,30.0,7160.0
Hip_Fracture,2003,M,65 to 69,530480,,410,60.0,9100.0
Hip_Fracture,2003,M,70 to 74,461730,,630,110.0,13280.0
Hip_Fracture,2003,M,75 to 79,351760,,990,270.0,16320.0
Hip_Fracture,2003,M,80 to 84,226530,,1250,450.0,16950.0
Hip_Fracture,2003,M,85+,153240,,1790,910.0,21620.0
Hip_Fracture,2004,F,40 to 44,1285410,,50,0.0,1150.0
Hip_Fracture,2004,F,45 to 49,1219050,,100,0.0,1900.0
Hip_Fracture,2004,F,50 to 54,1071350,,180,10.0,2780.0
Hip_Fracture,2004,F,55 to 59,938530,,300,20.0,3710.0
Hip_Fracture,2004,F,60 to 64,712650,,400,30.0,4510.0
Hip_Fracture,2004,F,65 to 69,579360,,690,70.0,5810.0
Hip_Fracture,2004,F,70 to 74,525040,,1340,180.0,8570.0
Hip_Fracture,2004,F,75 to 79,462730,,2330,370.0,12540.0
Hip_Fracture,2004,F,80 to 84,372220,,3810,750.0,17380.0
Hip_Fracture,2004,F,85+,352630,,7390,2290.0,39560.0
Hip_Fracture,2004,M,40 to 44,1295550,,120,0.0,2080.0
Hip_Fracture,2004,M,45 to 49,1218090,,160,0.0,2990.0
Hip_Fracture,2004,M,50 to 54,1061250,,210,10.0,4170.0
Hip_Fracture,2004,M,55 to 59,930400,,300,30.0,5890.0
Hip_Fracture,2004,M,60 to 64,696200,,350,30.0,7270.0
Hip_Fracture,2004,M,65 to 69,542310,,400,70.0,8930.0
Hip_Fracture,2004,M,70 to 74,465260,,640,140.0,12580.0
Hip_Fracture,2004,M,75 to 79,359170,,1030,290.0,15780.0
Hip_Fracture,2004,M,80 to 84,235870,,1240,420.0,17060.0
Hip_Fracture,2004,M,85+,161060,,1920,960.0,22070.0
Hip_Fracture,2005,F,40 to 44,1275700,,50,0.0,1290.0
Hip_Fracture,2005,F,45 to 49,1246330,,90,10.0,1970.0
Hip_Fracture,2005,F,50 to 54,1106190,,180,10.0,2790.0
Hip_Fracture,2005,F,55 to 59,980080,,310,20.0,3770.0
Hip_Fracture,2005,F,60 to 64,739400,,430,40.0,4580.0
Hip_Fracture,2005,F,65 to 69,593950,,680,80.0,5770.0
Hip_Fracture,2005,F,70 to 74,524470,,1220,170.0,8310.0
Hip_Fracture,2005,F,75 to 79,466390,,2260,360.0,12380.0
Hip_Fracture,2005,F,80 to 84,377790,,3670,670.0,16880.0
Hip_Fracture,2005,F,85+,371420,,7400,2270.0,39340.0
Hip_Fracture,2005,M,40 to 44,1287420,,130,0.0,2030.0
Hip_Fracture,2005,M,45 to 49,1247520,,190,0.0,2950.0
Hip_Fracture,2005,M,50 to 54,1095530,,200,10.0,4240.0
Hip_Fracture,2005,M,55 to 59,969580,,260,30.0,5860.0
Hip_Fracture,2005,M,60 to 64,724550,,320,40.0,7180.0
Hip_Fracture,2005,M,65 to 69,556960,,410,70.0,8750.0
Hip_Fracture,2005,M,70 to 74,467120,,660,150.0,11880.0
Hip_Fracture,2005,M,75 to 79,369420,,930,230.0,15380.0
Hip_Fracture,2005,M,80 to 84,243130,,1250,400.0,16450.0
Hip_Fracture,2005,M,85+,171930,,1940,920.0,22230.0
Hip_Fracture,2006,F,40 to 44,1252980,,40,0.0,1170.0
Hip_Fracture,2006,F,45 to 49,1269230,,80,0.0,1990.0
Hip_Fracture,2006,F,50 to 54,1139080,,190,20.0,2870.0
Hip_Fracture,2006,F,55 to 59,995380,,360,20.0,3770.0
Hip_Fracture,2006,F,60 to 64,794010,,440,30.0,4910.0
Hip_Fracture,2006,F,65 to 69,613920,,680,80.0,5940.0
Hip_Fracture,2006,F,70 to 74,525630,,1190,160.0,8230.0
Hip_Fracture,2006,F,75 to 79,471000,,2210,340.0,12300.0
Hip_Fracture,2006,F,80 to 84,381640,,3670,750.0,17270.0
Hip_Fracture,2006,F,85+,392690,,7700,2340.0,42000.0
Hip_Fracture,2006,M,40 to 44,1262550,,110,0.0,1900.0
Hip_Fracture,2006,M,45 to 49,1270960,,180,10.0,2980.0
Hip_Fracture,2006,M,50 to 54,1129270,,200,10.0,4360.0
Hip_Fracture,2006,M,55 to 59,982860,,260,30.0,5920.0
Hip_Fracture,2006,M,60 to 64,778460,,340,30.0,7630.0
Hip_Fracture,2006,M,65 to 69,578010,,450,70.0,9030.0
Hip_Fracture,2006,M,70 to 74,470350,,590,130.0,11790.0
Hip_Fracture,2006,M,75 to 79,379450,,990,280.0,15700.0
Hip_Fracture,2006,M,80 to 84,250790,,1260,420.0,17160.0
Hip_Fracture,2006,M,85+,184670,,2150,1070.0,24210.0
Hip_Fracture,2007,F,40 to 44,1221770,,30,0.0,1140.0
Hip_Fracture,2007,F,45 to 49,1288400,,80,0.0,2080.0
Hip_Fracture,2007,F,50 to 54,1175610,,220,10.0,2840.0
Hip_Fracture,2007,F,55 to 59,1013100,,340,20.0,3870.0
Hip_Fracture,2007,F,60 to 64,846640,,510,30.0,4940.0
Hip_Fracture,2007,F,65 to 69,639790,,670,70.0,6120.0
Hip_Fracture,2007,F,70 to 74,529930,,1150,170.0,8090.0
Hip_Fracture,2007,F,75 to 79,474070,,2260,340.0,11970.0
Hip_Fracture,2007,F,80 to 84,385400,,3640,690.0,16590.0
Hip_Fracture,2007,F,85+,412590,,7930,2420.0,42710.0
Hip_Fracture,2007,M,40 to 44,1228580,,100,0.0,1820.0
Hip_Fracture,2007,M,45 to 49,1292030,,150,0.0,3000.0
Hip_Fracture,2007,M,50 to 54,1167700,,210,10.0,4480.0
Hip_Fracture,2007,M,55 to 59,999250,,290,10.0,6020.0
Hip_Fracture,2007,M,60 to 64,829540,,370,40.0,7880.0
Hip_Fracture,2007,M,65 to 69,606250,,450,60.0,9280.0
Hip_Fracture,2007,M,70 to 74,475770,,710,130.0,11480.0
Hip_Fracture,2007,M,75 to 79,387470,,1000,250.0,15520.0
Hip_Fracture,2007,M,80 to 84,259650,,1300,430.0,17010.0
Hip_Fracture,2007,M,85+,196130,,2160,1000.0,24550.0
