Election Date,Election Type,Parliament,Province,Riding,Last Name,First Name,Gender,Occupation,Party,Votes,Votes (%),Elected
1874-01-22,Gen,3,Ontario,ESSEX,MCGREGOR,William,,banker,Liberal,2508,58.72,1
1874-01-22,Gen,3,Ontario,ESSEX,O'CONNOR,,,lawyer,Unknown,1763,41.28,0
1874-01-22,Gen,3,Ontario,FRONTENAC,KIRKPATRICK,George Airey,,lawyer,Conservative,1172,62.74,1
1874-01-22,Gen,3,Ontario,FRONTENAC,CARTWRIGHT,,,barrister,Unknown,696,37.26,0
1874-01-22,Gen,3,Ontario,GLENGARRY,MACDONALD,Hon. Donald Alexande,,merchant,Liberal,1288,67.79,1
1874-01-22,Gen,3,Ontario,GLENGARRY,GRANT,A.J.,,,Unknown,612,32.21,0
1874-01-22,Gen,3,Ontario,GRENVILLE SOUTH,BROUSE,William Henry,,physician,Liberal,1106,52.64,1
1874-01-22,Gen,3,Ontario,GRENVILLE SOUTH,SHANLY,W.,,civil engineer,Conservative,995,47.36,0
1874-01-22,Gen,3,Ontario,GREY EAST,FLESHER,William Kingston,,miller,Conservative,1566,58.28,1
1874-01-22,Gen,3,Ontario,GREY EAST,MCKNIGHT,R.,,,Unknown,1121,41.72,0
1874-01-22,Gen,3,Ontario,GREY NORTH,SNIDER,George,,crown lands agent,Liberal,1320,51.54,1
1874-01-22,Gen,3,Ontario,GREY NORTH,LANE,S.J.,,barrister,Unknown,1241,48.46,0
1874-01-22,Gen,3,Ontario,GREY SOUTH,LANDERKIN,George,,physician,Liberal,1248,59.12,1
1874-01-22,Gen,3,Ontario,GREY SOUTH,PREBBLE,,,,Unknown,863,40.88,0
1874-01-22,Gen,3,Ontario,HALDIMAND,THOMPSON,David,,merchant,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,HALTON,CHISHOLM,Daniel Black,,lawyer,Liberal-Conservative,1464,50.4,1
1874-01-22,Gen,3,Ontario,HALTON,WHITE,J.,,lumber merchant,Liberal,1441,49.6,0
1874-01-22,Gen,3,Ontario,HAMILTON,WOOD,Andrew Trew,,businessman,Liberal,2086,28.96,1
1874-01-22,Gen,3,Ontario,HAMILTON,IRVING,Aemilus,,lawyer,Liberal,2083,28.92,1
1874-01-22,Gen,3,Ontario,HAMILTON,O'REILLY,,,,Unknown,1518,21.08,0
1874-01-22,Gen,3,Ontario,HAMILTON,WITTON,,,painter,Conservative-Labour,1515,21.04,0
1874-01-22,Gen,3,Ontario,HASTINGS EAST,WHITE,John,,machinist,Conservative,1049,51.75,1
1874-01-22,Gen,3,Ontario,HASTINGS EAST,HOLDEN,T.,,lawyer,Unknown,978,48.25,0
1874-01-22,Gen,3,Ontario,HASTINGS NORTH,BOWELL,Mackenzie,,editor,Conservative,847,52.97,1
1874-01-22,Gen,3,Ontario,HASTINGS NORTH,FLYN,O.,,merchant,Unknown,752,47.03,0
1874-01-22,Gen,3,Ontario,HASTINGS WEST,BROWN,James,,businessman,Conservative,414,89.42,1
1874-01-22,Gen,3,Ontario,HASTINGS WEST,WILLS,T.,,county clerk,Unknown,49,10.58,0
1874-01-22,Gen,3,Ontario,HURON CENTRE,HORTON,Horace,,insurance agent,Liberal,1510,67.41,1
1874-01-22,Gen,3,Ontario,HURON CENTRE,CRABB,C.,,,Unknown,730,32.59,0
1874-01-22,Gen,3,Ontario,HURON NORTH,FARROW,Thomas,,school superintendent,Liberal-Conservative,1655,52.29,1
1874-01-22,Gen,3,Ontario,HURON NORTH,LECKIE,,,,Unknown,1510,47.71,0
1874-01-22,Gen,3,Ontario,HURON SOUTH,CAMERON,Malcolm Collin,,lawyer,Liberal,1522,51.45,1
1874-01-22,Gen,3,Ontario,HURON SOUTH,GREENWAY,T.,,merchant,Independent,1436,48.55,0
1874-01-22,Gen,3,Ontario,KENT,STEPHENSON,Rufus,,editor,Conservative,1895,50.97,1
1874-01-22,Gen,3,Ontario,KENT,STRIPP,Wm. S.,,vine grower,Unknown,1823,49.03,0
1874-01-22,Gen,3,Ontario,KINGSTON,MACDONALD,Rt. Hon. Sir John A.,,lawyer,Liberal-Conservative,839,51.16,1
1874-01-22,Gen,3,Ontario,KINGSTON,CARRUTHERS,,,merchant,Unknown,801,48.84,0
1874-01-22,Gen,3,Ontario,LAMBTON,MACKENZIE,Hon. Alexander,,contractor,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,LANARK NORTH,GALBRAITH,Daniel,,farmer,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,LANARK SOUTH,HAGGART,John Graham,,mill owner,Conservative,1318,59.72,1
1874-01-22,Gen,3,Ontario,LANARK SOUTH,GOULD,John Henry,,miller,Unknown,889,40.28,0
1874-01-22,Gen,3,Ontario,LEEDS NORTH AND GRENVILLE NORTH,FERGUSON,Charles F.,,physician,Liberal-Conservative,918,53.9,1
1874-01-22,Gen,3,Ontario,LEEDS NORTH AND GRENVILLE NORTH,JONES,F.,,civil engineer,Conservative,785,46.1,0
1874-01-22,Gen,3,Ontario,LEEDS SOUTH,JONES,David Ford,,manufacturer,Conservative,1602,50.05,1
1874-01-22,Gen,3,Ontario,LEEDS SOUTH,FREDENBURGH,W.H.,,,Unknown,1599,49.95,0
1874-01-22,Gen,3,Ontario,LENNOX,CARTWRIGHT,Hon. R.J.,,businessman,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,LINCOLN,NORRIS,James,,merchant,Liberal,1493,52.74,1
1874-01-22,Gen,3,Ontario,LINCOLN,CLARK,T.,,physician,Unknown,1338,47.26,0
1874-01-22,Gen,3,Ontario,LONDON,WALKER,John,,manufacturer,Liberal,1269,51.23,1
1874-01-22,Gen,3,Ontario,LONDON,CARLING,John,,brewer,Liberal-Conservative,1208,48.77,0
1874-01-22,Gen,3,Ontario,MIDDLESEX EAST,WILLSON,Crowell,,farmer,Liberal-Conservative,1977,50.56,1
1874-01-22,Gen,3,Ontario,MIDDLESEX EAST,GLASS,,,lawyer,Conservative,1933,49.44,0
1874-01-22,Gen,3,Ontario,MIDDLESEX NORTH,SCATCHERD,Thomas,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,MIDDLESEX WEST,ROSS,George William,,schoolteacher,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,MONCK,MCCALLUM,Lachlin,,shipbuilding contractor,Liberal-Conservative,1354,50.64,1
1874-01-22,Gen,3,Ontario,MONCK,EDGAR,J.D.,,barrister,Liberal,1320,49.36,0
1874-01-22,Gen,3,Ontario,MUSKOKA,COCKBURN,Alexander Peter,,merchant,Liberal,876,60.71,1
1874-01-22,Gen,3,Ontario,MUSKOKA,TEVIOTDALE,J.,,,Unknown,567,39.29,0
1874-01-22,Gen,3,Ontario,NIAGARA,PLUMB,Josiah Burr,,bank manager,Conservative,336,52.34,1
1874-01-22,Gen,3,Ontario,NIAGARA,CURRIE,J.M.,,,Unknown,306,47.66,0
1874-01-22,Gen,3,Ontario,NORFOLK NORTH,CHARLTON,John,,businessman,Liberal,1434,53.15,1
1874-01-22,Gen,3,Ontario,NORFOLK NORTH,TISDALE,D.,,lawyer,Unknown,1264,46.85,0
1874-01-22,Gen,3,Ontario,NORFOLK SOUTH,STUART,John,,grocer,Liberal,1233,51.96,1
1874-01-22,Gen,3,Ontario,NORFOLK SOUTH,LAWSON,P.,,,Unknown,1140,48.04,0
1874-01-22,Gen,3,Ontario,NORTHUMBERLAND EAST,BIGGAR,James Lyons,,general merchant,Independent Liberal,1662,52.61,1
1874-01-22,Gen,3,Ontario,NORTHUMBERLAND EAST,KEELER,J.,,grain and lumber dealer,Liberal-Conservative,1497,47.39,0
1874-01-22,Gen,3,Ontario,NORTHUMBERLAND WEST,KERR,William,,lawyer,Liberal,1336,54.73,1
1874-01-22,Gen,3,Ontario,NORTHUMBERLAND WEST,COCKBURN,J.,,lawyer,Conservative,1105,45.27,0
1874-01-22,Gen,3,Ontario,ONTARIO NORTH,GORDON,Adam,,merchant,Liberal,1804,51.31,1
1874-01-22,Gen,3,Ontario,ONTARIO NORTH,GIBBS,W.H. Henry,,manufacturer,Conservative,1712,48.69,0
1874-01-22,Gen,3,Ontario,ONTARIO SOUTH,CAMERON,Hon. Malcolm,,lumber merchant,Liberal,1639,52.41,1
1874-01-22,Gen,3,Ontario,ONTARIO SOUTH,GIBBS,T.N.,,manufacturer,Liberal-Conservative,1488,47.59,0
1874-01-22,Gen,3,Ontario,OTTAWA (CITY OF),CURRIER,J.M.,,lumberman,Liberal-Conservative,1458,38.57,1
1874-01-22,Gen,3,Ontario,OTTAWA (CITY OF),ST. JEAN,Dr.,,physician,Liberal,1213,32.09,1
1874-01-22,Gen,3,Ontario,OTTAWA (CITY OF),AUMAND,,,lumber merchant,Unknown,1101,29.13,0
1874-01-22,Gen,3,Ontario,OTTAWA (CITY OF),SWEETLAND,,,physician,Unknown,8,0.21,0
1874-01-22,Gen,3,Ontario,OXFORD NORTH,OLIVER,Thomas,,teacher,Liberal,1866,74.02,1
1874-01-22,Gen,3,Ontario,OXFORD NORTH,WOOD,J.H.,,,Unknown,655,25.98,0
1874-01-22,Gen,3,Ontario,OXFORD SOUTH,BODWELL,Ebenezer V.,,general merchant,Liberal,981,81.48,1
1874-01-22,Gen,3,Ontario,OXFORD SOUTH,THRALL,Dr.,,physician,Unknown,223,18.52,0
1874-01-22,Gen,3,Ontario,PEEL,SMITH,Robert,,farmer,Liberal,1299,50.27,1
1874-01-22,Gen,3,Ontario,PEEL,ELLIOTT,,,,Conservative,1285,49.73,0
1874-01-22,Gen,3,Ontario,PERTH NORTH,MONTEITH,Andrew,,businessman,Conservative,1992,52.13,1
1874-01-22,Gen,3,Ontario,PERTH NORTH,REDFORD,J.,,lumberman,Liberal,1829,47.87,0
1874-01-22,Gen,3,Ontario,PERTH SOUTH,TROW,James,,banker,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,PETERBOROUGH EAST,HALL,James,,engineer,Liberal,993,53.04,1
1874-01-22,Gen,3,Ontario,PETERBOROUGH EAST,ROGERS,R.D.,,,Unknown,879,46.96,0
1874-01-22,Gen,3,Ontario,PETERBOROUGH WEST,BERTRAM,John,,businessman,Liberal,892,52.69,1
1874-01-22,Gen,3,Ontario,PETERBOROUGH WEST,SCOTT,W.H.,,,Unknown,801,47.31,0
1874-01-22,Gen,3,Ontario,PRESCOTT,HAGAR,Albert,,merchant,Liberal,665,41.15,1
1874-01-22,Gen,3,Ontario,PRESCOTT,WHITE,T. jun.,,journalist,Unknown,659,40.78,0
1874-01-22,Gen,3,Ontario,PRESCOTT,BOYD,J.,,,Unknown,292,18.07,0
1874-01-22,Gen,3,Ontario,PRINCE EDWARD,ROSS,Walter,,general merchant,Liberal,1775,51.84,1
1874-01-22,Gen,3,Ontario,PRINCE EDWARD,MCCUAIG,J.S.,,businessman,Conservative,1649,48.16,0
1874-01-22,Gen,3,Ontario,RENFREW NORTH,WHITE,Peter,,merchant,Conservative,600,42.08,1
1874-01-22,Gen,3,Ontario,RENFREW NORTH,MURRAY,T.,,merchant,Liberal,498,34.92,0
1874-01-22,Gen,3,Ontario,RENFREW NORTH,MOFFATT,W.,,warden,Unknown,328,23,0
1874-01-22,Gen,3,Ontario,RENFREW SOUTH,MCDOUGALL,John Lorn,,mill owner,Liberal,738,52.49,1
1874-01-22,Gen,3,Ontario,RENFREW SOUTH,BANNERMAN,W.,,businessman,Conservative,668,47.51,0
1874-01-22,Gen,3,Ontario,RUSSELL,BLACKBURN,Robert,,merchant,Liberal,1078,49.29,1
1874-01-22,Gen,3,Ontario,RUSSELL,GRANT,J.A.,,physician,Conservative,1014,46.36,0
1874-01-22,Gen,3,Ontario,RUSSELL,BELL,W.R.,,physician,Unknown,95,4.34,0
1874-01-22,Gen,3,Ontario,SIMCOE NORTH,COOK,Herman Henry,,businessman,Liberal,2279,51.75,1
1874-01-22,Gen,3,Ontario,SIMCOE NORTH,MCCARTHY,D.,,lawyer,Conservative,2125,48.25,0
1874-01-22,Gen,3,Ontario,SIMCOE SOUTH,LITTLE,William Carruthers,,farmer,Liberal-Conservative,accl.,,1
1874-01-22,Gen,3,Ontario,STORMONT,ARCHIBALD,Cyril,,paymaster,Liberal,905,53.17,1
1874-01-22,Gen,3,Ontario,STORMONT,CRYSLER,J.,,,Unknown,797,46.83,0
1874-01-22,Gen,3,Ontario,TORONTO CENTRE,WILKES,Robert,,merchant,Liberal,1509,55.19,1
1874-01-22,Gen,3,Ontario,TORONTO CENTRE,MORRISON,A.,,lawyer,Unknown,1225,44.81,0
1874-01-22,Gen,3,Ontario,TORONTO EAST,O'DONOHUE,John,,lawyer,Liberal-Conservative,1289,52.81,1
1874-01-22,Gen,3,Ontario,TORONTO EAST,COATSWORTH,E.,,,Unknown,1152,47.19,0
1874-01-22,Gen,3,Ontario,VICTORIA NORTH,MCLENNAN,James,,lawyer,Liberal,564,50.18,1
1874-01-22,Gen,3,Ontario,VICTORIA NORTH,CAMERON,H.,,lawyer,Conservative,560,49.82,0
1874-01-22,Gen,3,Ontario,VICTORIA SOUTH,MCQUADE,Arthur,,farmer,Conservative,1292,51.37,1
1874-01-22,Gen,3,Ontario,VICTORIA SOUTH,MCLENNAN,J.,,,Unknown,1223,48.63,0
1874-01-22,Gen,3,Ontario,WATERLOO NORTH,BOWMAN,Isaac Erb,,businessman,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,WATERLOO SOUTH,YOUNG,James,,journalist,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,WELLAND,THOMSON,William A.,,railway promoter,Liberal,1682,52.98,1
1874-01-22,Gen,3,Ontario,WELLAND,BROOKFIELD,E.W.,,,Unknown,1493,47.02,0
1874-01-22,Gen,3,Ontario,WELLINGTON CENTRE,ORTON,George Turner,,physician,Liberal-Conservative,1530,50.81,1
1874-01-22,Gen,3,Ontario,WELLINGTON CENTRE,MCKINE,R.,,farmer,Unknown,1481,49.19,0
1874-01-22,Gen,3,Ontario,WELLINGTON NORTH,HIGINBOTHAM,Nathaniel,,druggist,Liberal,1470,50.1,1
1874-01-22,Gen,3,Ontario,WELLINGTON NORTH,DREW,G.A.,,lawyer,Liberal-Conservative,1464,49.9,0
1874-01-22,Gen,3,Ontario,WELLINGTON SOUTH,STIRTON,David,,magistrate,Liberal,1667,78.08,1
1874-01-22,Gen,3,Ontario,WELLINGTON SOUTH,HATCH,H.,,,Unknown,468,21.92,0
1874-01-22,Gen,3,Ontario,WENTWORTH NORTH,BAIN,Thomas,,farmer,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,WENTWORTH SOUTH,RYMAL,Joseph,,farmer,Liberal,1184,57.5,1
1874-01-22,Gen,3,Ontario,WENTWORTH SOUTH,BULL,H.B.,,publisher,Conservative,875,42.5,0
1874-01-22,Gen,3,Ontario,WEST TORONTO,MOSS,Thomas,,lawyer,Liberal,1651,53.41,1
1874-01-22,Gen,3,Ontario,WEST TORONTO,ROBINSON,J.B.,,barrister,Conservative,1440,46.59,0
1874-01-22,Gen,3,Ontario,YORK EAST,METCALFE,James,,builder,Liberal,accl.,,1
1874-01-22,Gen,3,Ontario,YORK NORTH,DYMOND,Alfred Hutchinson,,writer,Liberal,1854,55.01,1
1874-01-22,Gen,3,Ontario,YORK NORTH,THORNE,W.H.,,miller,Unknown,1516,44.99,0
1874-01-22,Gen,3,Ontario,YORK WEST,BLAIN,David,,lawyer,Liberal,983,68.31,1
1874-01-22,Gen,3,Ontario,YORK WEST,WALLACE,N.,,miller,Conservative,456,31.69,0
1874-01-22,Gen,3,Prince Edward Island,KING'S COUNTY,DAVIES,Daniel,,merchant,Conservative,1704,36.03,1
1874-01-22,Gen,3,Prince Edward Island,KING'S COUNTY,MCINTYRE,Peter A.,,physician,Liberal,1530,32.35,1
1874-01-22,Gen,3,Prince Edward Island,KING'S COUNTY,MACDONALD,A.C.,,merchant,Liberal-Conservative,1496,31.63,0
1874-01-22,Gen,3,Prince Edward Island,PRINCE COUNTY,YEO,James,,merchant shipbuilder,Liberal,2188,43.78,1
1874-01-22,Gen,3,Prince Edward Island,PRINCE COUNTY,PERRY,Stanislaus F.,,farmer,Liberal,1804,36.09,1
1874-01-22,Gen,3,Prince Edward Island,PRINCE COUNTY,RAMSAY,John,,,Unknown,669,13.39,0
1874-01-22,Gen,3,Prince Edward Island,PRINCE COUNTY,MCNEILL,F.,,,Unknown,337,6.74,0
1874-01-22,Gen,3,Prince Edward Island,QUEEN'S COUNTY,SINCLAIR,Peter,,farmer,Liberal,accl.,,1
1874-01-22,Gen,3,Prince Edward Island,QUEEN'S COUNTY,LAIRD,Hon. David,,journalist,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,ARGENTEUIL,ABBOTT,Hon. John Joseph Cal,,lawyer,Liberal-Conservative,731,50.14,1
1874-01-22,Gen,3,Quebec,ARGENTEUIL,CUSHING,L. Jr.,,lawyer,Unknown,727,49.86,0
1874-01-22,Gen,3,Quebec,BAGOT,MOUSSEAU,Joseph-Alfred,,lawyer,Conservative,1163,50.94,1
1874-01-22,Gen,3,Quebec,BAGOT,BOURGEOIS,J.B.,,,Unknown,1120,49.06,0
1874-01-22,Gen,3,Quebec,BEAUCE,POZER,Christian Henry,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,BEAUHARNOIS,ROBILLARD,Ulysse Janvier,,grain merchant,Independent Conservative,711,51.86,1
1874-01-22,Gen,3,Quebec,BEAUHARNOIS,BRANCHAUD,M.,,,Unknown,346,25.24,0
1874-01-22,Gen,3,Quebec,BEAUHARNOIS,GIROUARD,D.,,lawyer,Conservative,314,22.9,0
1874-01-22,Gen,3,Quebec,BELLECHASSE,FOURNIER,Hon. Télesphore,,newspaper editor,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,BERTHIER,PAQUET,Anselme Homère,,physician,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,BONAVENTURE,ROBITAILLE,Hon. Théodore,,physician,Conservative,1063,58.89,1
1874-01-22,Gen,3,Quebec,BONAVENTURE,TREMBLAY,M.,,,Unknown,742,41.11,0
1874-01-22,Gen,3,Quebec,BROME,PETTES,Nathaniel,,merchant,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,CHAMBLY,JODOIN,Amable,,businessman,Liberal,848,53.33,1
1874-01-22,Gen,3,Quebec,CHAMBLY,BENOIT,P.B.,,farmer,Conservative,742,46.67,0
1874-01-22,Gen,3,Quebec,CHAMPLAIN,MONTPLAISIR,Hippolyte,,farmer,Liberal-Conservative,1063,50.26,1
1874-01-22,Gen,3,Quebec,CHAMPLAIN,TRUDEL,R.,,notary,Unknown,1052,49.74,0
1874-01-22,Gen,3,Quebec,CHARLEVOIX,TREMBLAY,Pierre-Alexis,,land surveyor,Liberal,1377,55.5,1
1874-01-22,Gen,3,Quebec,CHARLEVOIX,CHAUVEAU,P.J.O.,,lawyer,Conservative,1104,44.5,0
1874-01-22,Gen,3,Quebec,CHÂTEAUGUAY,HOLTON,Hon. L.H.,,merchant,Liberal,911,63.71,1
1874-01-22,Gen,3,Quebec,CHÂTEAUGUAY,TANTONE,J.,,,Unknown,519,36.29,0
1874-01-22,Gen,3,Quebec,CHICOUTIMI--SAGUENAY,CIMON,Ernest,,lawyer,Conservative,1145,60.65,1
1874-01-22,Gen,3,Quebec,CHICOUTIMI--SAGUENAY,HUDON,,,,Unknown,743,39.35,0
1874-01-22,Gen,3,Quebec,COMPTON,POPE,Hon. J.H.,,investor and promoter,Liberal-Conservative,1387,72.16,1
1874-01-22,Gen,3,Quebec,COMPTON,CAIRNS,H.E.,,,Unknown,535,27.84,0
1874-01-22,Gen,3,Quebec,DORCHESTER,ROULEAU,Fortunat,,lawyer,Liberal-Conservative,895,50.59,1
1874-01-22,Gen,3,Quebec,DORCHESTER,MARCEAU,E.H.,,,Unknown,874,49.41,0
1874-01-22,Gen,3,Quebec,DRUMMOND--ARTHABASKA,LAURIER,Wilfrid,,lawyer,Liberal,778,52.64,1
1874-01-22,Gen,3,Quebec,DRUMMOND--ARTHABASKA,TESSIER,,,notary,Unknown,700,47.36,0
1874-01-22,Gen,3,Quebec,GASPÉ,HARPER,Louis-George,,prothonotary,Conservative,545,52.15,1
1874-01-22,Gen,3,Quebec,GASPÉ,LEBOUTHILLIER,Horatio,,merchant,Unknown,500,47.85,0
1874-01-22,Gen,3,Quebec,HOCHELAGA,DESJARDINS,Alphonse,,lawyer,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,HUNTINGDON,SCRIVER,Julius,,mill and tannery owner,Liberal,876,94.81,1
1874-01-22,Gen,3,Quebec,HUNTINGDON,CROSS,A.,,lawyer,Unknown,48,5.19,0
1874-01-22,Gen,3,Quebec,IBERVILLE,BÉCHARD,François,,farmer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,JACQUES CARTIER,LAFLAMME,Rodolphe,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,JOLIETTE,BABY,L.F.G.,,lawyer,Conservative,924,51.25,1
1874-01-22,Gen,3,Quebec,JOLIETTE,BEAUPRÉ,A.,,physician,Unknown,879,48.75,0
1874-01-22,Gen,3,Quebec,KAMOURASKA,PELLETIER,Charles A.P.,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,LAPRAIRIE,PINSONNEAULT,Alfred,,farmer,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,L'ASSOMPTION,HURTEAU,Hilaire,,notary,Liberal-Conservative,879,51.8,1
1874-01-22,Gen,3,Quebec,L'ASSOMPTION,FORREST,L.,,physician,Unknown,818,48.2,0
1874-01-22,Gen,3,Quebec,LAVAL,Ouimet,Joseph-Aldéric,,lawyer,Liberal-Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,LÉVIS,FRÉCHETTE,Louis-Honoré,,writer,Liberal,1670,51.51,1
1874-01-22,Gen,3,Quebec,LÉVIS,CHABOT,J.,,merchant,Independent,1572,48.49,0
1874-01-22,Gen,3,Quebec,L'ISLET,CASGRAIN,Philippe Baby,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,LOTBINIÈRE,BERNIER,Henry,,manufacturer,Liberal,776,72.93,1
1874-01-22,Gen,3,Quebec,LOTBINIÈRE,HOULE,L.G.,,,Unknown,288,27.07,0
1874-01-22,Gen,3,Quebec,MASKINONGÉ,BOYER,Louis-Alphonse,,businessman,Liberal,764,55.73,1
1874-01-22,Gen,3,Quebec,MASKINONGÉ,CARON,G.,,merchant,Conservative,607,44.27,0
1874-01-22,Gen,3,Quebec,MÉGANTIC,RICHARD,Édouard-Émery,,lawyer,Liberal,1003,53.46,1
1874-01-22,Gen,3,Quebec,MÉGANTIC,REED,J.,,,Unknown,621,33.1,0
1874-01-22,Gen,3,Quebec,MÉGANTIC,CRÉPEAU,L.P.E.,,,Unknown,252,13.43,0
1874-01-22,Gen,3,Quebec,MISSISQUOI,DONOHUE,William,,merchant,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,MONTCALM,DUGAS,Firmin,,miller,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,MONTMAGNY,TASCHEREAU,Henri-Thomas,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,MONTMORENCY,LANGLOIS,Jean,,lawyer,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,MONTREAL CENTRE,RYAN,Michael Patrick,,merchant,Liberal-Conservative,2140,54.56,1
1874-01-22,Gen,3,Quebec,MONTREAL CENTRE,DEVLIN,,,lawyer,Liberal,1782,45.44,0
1874-01-22,Gen,3,Quebec,MONTREAL EAST,JETTÉ,Louis-Amable,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,MONTREAL WEST,MCKENZIE,Frederick,,lawyer,Liberal,2036,58.54,1
1874-01-22,Gen,3,Quebec,MONTREAL WEST,STEVENSON,A.A.,,printer,Unknown,1442,41.46,0
1874-01-22,Gen,3,Quebec,NAPIERVILLE,DORION,Hon. Antoine-Aimé,,lawyer,Liberal,731,57.42,1
1874-01-22,Gen,3,Quebec,NAPIERVILLE,"COUPAL, dit LA REINE",Sixte,,farmer,Liberal,542,42.58,0
1874-01-22,Gen,3,Quebec,NICOLET,GAUDET,Joseph,,farmer,Conservative,1290,57.56,1
1874-01-22,Gen,3,Quebec,NICOLET,DAVID,G.,,notary,Unknown,951,42.44,0
1874-01-22,Gen,3,Quebec,OTTAWA (COUNTY OF),WRIGHT,Alonzo,,farmer,Liberal-Conservative,1783,71.35,1
1874-01-22,Gen,3,Quebec,OTTAWA (COUNTY OF),MACKAY,F.S.,,notary,Unknown,716,28.65,0
1874-01-22,Gen,3,Quebec,PONTIAC,WRIGHT,William McKay,,lawyer,Liberal-Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,PORTNEUF,SAINT-GEORGES,Esdras Alfred de,,physician,Liberal,1421,56.68,1
1874-01-22,Gen,3,Quebec,PORTNEUF,BELLEAU,J.,,journalist,Conservative,1086,43.32,0
1874-01-22,Gen,3,Quebec,QUEBEC COUNTY,CARON,Adolphe Philippe,,lawyer,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,QUEBEC EAST,THIBAUDEAU,Hon. Isidore,,merchant,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,QUEBEC WEST,MCGREEVY,Hon. Thomas,,contractor,Liberal-Conservative,587,59.29,1
1874-01-22,Gen,3,Quebec,QUEBEC WEST,O'FARRELL,J.,,lawyer,Unknown,403,40.71,0
1874-01-22,Gen,3,Quebec,QUEBEC-CENTRE,CAUCHON,Hon. Joseph,,journalist,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,RICHELIEU,BARTHE,George Isidore,,lawyer,Independent Conservative,1320,54.12,1
1874-01-22,Gen,3,Quebec,RICHELIEU,MATHIEU,M.,,lawyer,Conservative,1119,45.88,0
1874-01-22,Gen,3,Quebec,RICHMOND--WOLFE,AYLMER,Hon. Henry Jr.,,lawyer,Liberal,1111,53.67,1
1874-01-22,Gen,3,Quebec,RICHMOND--WOLFE,WEBB,W.H.,,lawyer,Unknown,949,45.85,0
1874-01-22,Gen,3,Quebec,RICHMOND--WOLFE,GAUDET,O.,,,Unknown,10,0.48,0
1874-01-22,Gen,3,Quebec,RIMOUSKI,FISET,J.B. Romuald,,physician,Liberal,1728,83,1
1874-01-22,Gen,3,Quebec,RIMOUSKI,LETENDRE,A.P.,,,Unknown,354,17,0
1874-01-22,Gen,3,Quebec,ROUVILLE,CHEVAL,Guillaume,,merchant,Liberal,812,91.75,1
1874-01-22,Gen,3,Quebec,ROUVILLE,GIGAULT,G.A.,,notary,Conservative,73,8.25,0
1874-01-22,Gen,3,Quebec,SAINT MAURICE,LAJOIE,Charles,,manufacturer,Liberal,575,52.46,1
1874-01-22,Gen,3,Quebec,SAINT MAURICE,LACERTE,E.,,physician,Conservative,521,47.54,0
1874-01-22,Gen,3,Quebec,SHEFFORD,HUNTINGTON,Hon. L.S.,,lawyer,Liberal,1618,57.99,1
1874-01-22,Gen,3,Quebec,SHEFFORD,CURRAN,J.J.,,lawyer,Unknown,1172,42.01,0
1874-01-22,Gen,3,Quebec,SHERBROOKE (TOWN OF),BROOKS,Edward Towle,,lawyer,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,SOULANGES,LANTHIER,Jacques-Philippe,,shopkeeper,Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,ST. HYACINTHE,DELORME,Louis,,lawyer,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,ST. JOHN'S,BOURASSA,François,,militia captain,Liberal,accl.,,1
1874-01-22,Gen,3,Quebec,STANSTEAD,COLBY,Charles C.,,lawyer,Liberal-Conservative,accl.,,1
1874-01-22,Gen,3,Quebec,TÉMISCOUATA,POULIOT,Jean-Baptiste,,notary,Liberal,accl.,,1
