Election Date,Election Type,Parliament,Province,Riding,Last Name,First Name,Gender,Occupation,Party,Votes,Votes (%),Elected
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Bridgman,Margaret,F,nurse manager,Reform Party of Canada,22390,36.94,1
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Vinning,Prem S.,,businessman,Liberal,15977,26.36,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Karpoff,Jim,,Member of Parliament,New Democratic Party,10355,17.08,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Blair,Cliff,,businessman,Progressive Conservative,8381,13.83,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Stonier,Shirley Ann,F,consultant - H.R.D.,National Party of Canada,2014,3.32,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Stilwell,Bill,,engineering technologist,Christian Heritage Party of Canada,907,1.5,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Quance,Anthony F.,,"tradesman, businessman",Natural Law Party of Canada,376,0.62,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Karringten,Braden,,consultant,Independent,128,0.21,0
1993/10/25,Gen,35,British Columbia,SURREY NORTH,Belanger,Louise J.,F,retired,Party for the Commonwealth of Canada,84,0.14,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,MEREDITH,Val,F,"businesswoman, realtor",Reform Party of Canada,32198,44.11,1
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Hogg,Gordon J.,,,Liberal,24683,33.82,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Blain,Norm,,corporate communications,Progressive Conservative,8885,12.17,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Jheeta,Mota Singh,,accounts administrator,New Democratic Party,3029,4.15,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Goertzen,Carolyn Dorothy,F,counsellor,National Party of Canada,2387,3.27,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Stilwell,Heather,F,homemaker,Christian Heritage Party of Canada,877,1.2,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Chitty,Steve,,program director,Green Party of Canada,464,0.64,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Nadeau,Derek,,sales representative,Natural Law Party of Canada,251,0.34,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Boylan,Charles,,researcher,Marxist-Leninist Party,67,0.09,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Thiessen,Rhonda,F,homemaker,No affiliation to a recognised party,59,0.08,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Paynter,Farlie,,"agriculturist, teacher",Canada Party,56,0.08,0
1993/10/25,Gen,35,British Columbia,SURREY--WHITE ROCK--SOUTH LANGLEY,Dalla Valle,Giancarlo,,mill worker,Party for the Commonwealth of Canada,35,0.05,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Fry,Hedy,F,physician,Liberal,20095,31.09,1
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Campbell,Kim,F,lawyer,Progressive Conservative,16274,25.18,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Isbister,Ian,,businessman,Reform Party of Canada,11235,17.38,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Baxter,Betty,F,businessperson,New Democratic Party,9830,15.21,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Ewald,Thorsten,,technical writer,National Party of Canada,5144,7.96,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Cowhig,John,,businessman,Natural Law Party of Canada,670,1.04,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Popat,Imtiaz,,media producer,Green Party of Canada,616,0.95,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Lowe,Darren,,legal assistant,Christian Heritage Party of Canada,254,0.39,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Audain,Tunya,F,taxi driver,Libertarian Party of Canada,252,0.39,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Salmi,Brian Godzilla Gnu,,businessperson,Independent,109,0.17,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Adams,Scott,,"writer, author, publisher",Independent,99,0.15,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Boikoff,Lucille,F,teacher,Party for the Commonwealth of Canada,27,0.04,0
1993/10/25,Gen,35,British Columbia,VANCOUVER CENTRE,Nuthall,Peter C.,,businessman,Independent,24,0.04,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Terrana,Anna,F,executive director,Liberal,14237,35.98,1
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Mitchell,Margaret,F,Member of Parliament,New Democratic Party,12339,31.19,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Stewart,Joan,F,notary public,Reform Party of Canada,4671,11.81,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Tom,Susan,F,lawyer,Progressive Conservative,3484,8.81,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Wright,Bruce Frank,,consultant,National Party of Canada,2419,6.11,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Marsden,Wayne,,investment advisor,Libertarian Party of Canada,802,2.03,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,White,Kelly Elizabeth,F,research of economic development,Green Party of Canada,571,1.44,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Grayson,David,,businessman,Natural Law Party of Canada,383,0.97,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Cariou,Kimball,,journalist,Independent,343,0.87,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Offley,Will,,registered nurse,Independent,98,0.25,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Sproule,Brian,,health care worker,Marxist-Leninist Party,84,0.21,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Young,Joe,,machine operator,Independent,75,0.19,0
1993/10/25,Gen,35,British Columbia,VANCOUVER EAST,Imrie,Alan,,CSR,Independent,59,0.15,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,McWhinney,Ted,,university professor,Liberal,20364,39.46,1
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,McArthur,Bill,,physician,Reform Party of Canada,11445,22.18,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Chutter,Geoff,,businessperson,Progressive Conservative,9002,17.44,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Tao,Tommy,,lawyer,New Democratic Party,5552,10.76,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Spat,W.J. Willy,,teacher,National Party of Canada,3331,6.45,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,New-Small,Alannah,F,student,Green Party of Canada,594,1.15,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Boytinck,Walter,,businessman,Libertarian Party of Canada,410,0.79,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Brooke,Alan M.,,production technologist,Natural Law Party of Canada,376,0.73,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Opmeer,Walter,,grocery retail,Christian Heritage Party of Canada,208,0.4,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Ludlam,Janet,F,property manager,No affiliation to a recognised party,100,0.19,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,York,Roman,,pilot,Independent,90,0.17,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,O'Donnell,Dorothy-Jean,F,lawyer,Marxist-Leninist Party,80,0.16,0
1993/10/25,Gen,35,British Columbia,VANCOUVER QUADRA,Jackman,J.G. Joseph,,electronics technician,Party for the Commonwealth of Canada,59,0.11,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Dhaliwal,Herb,,businessman,Liberal,17215,35.61,1
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Shreeve,Gordon,,minister,Reform Party of Canada,12292,25.43,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Wan,K. K.,,dentist,Progressive Conservative,11359,23.5,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Maté,John,,environmental consultant,New Democratic Party,3625,7.5,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Ward,Cameron,,lawyer,National Party of Canada,2113,4.37,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Clarke,John,,warehouseman,Libertarian Party of Canada,554,1.15,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Jerome,Valerie,F,teacher,Green Party of Canada,418,0.86,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Pabbies,Prince,,realtor,Natural Law Party of Canada,287,0.59,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Mangat,Jas,,immigration consultant,Independent,278,0.58,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Logan,Dan,,carpet and furniture cleaning,Independent,69,0.14,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Ross,Robert Walter,,businessman,Independent,60,0.12,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Bezanson,Allan H.,,desktop publisher,Marxist-Leninist Party,47,0.1,0
1993/10/25,Gen,35,British Columbia,VANCOUVER SOUTH,Mansour,Issam,,physicist,Independent,20,0.04,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Anderson,David,,environmental consultant,Liberal,21557,37.21,1
1993/10/25,Gen,35,British Columbia,VICTORIA,Hunt,Patrick,,computer sales and marketing specialist,Reform Party of Canada,15978,27.58,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Brewin,John,,lawyer,New Democratic Party,8182,14.12,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Collins,Faith,F,administrator,Progressive Conservative,6049,10.44,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Mavrow,Cecilia,F,university lecturer,National Party of Canada,4072,7.03,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Morton,Donna,F,"nanny, waitress, sales, activist",Green Party of Canada,1135,1.96,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Coon,Michael,,marine biologist,Natural Law Party of Canada,505,0.87,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Cowan,R. Kent,,journalist,Libertarian Party of Canada,171,0.3,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Rocan,Roger,,terminal manager (trucking company),Independent,121,0.21,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Foss,V. Anne,F,"counsellor, advocate",Canada Party,73,0.13,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Caldwell,Rhyon,,marketing consultant,Independent,49,0.08,0
1993/10/25,Gen,35,British Columbia,VICTORIA,Currie,John Ernest,,handyman,Independent,45,0.08,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,McKinnon,Glen,,retired school principal,Liberal,12130,33,1
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Agnew,Edward George,,dentist,Reform Party of Canada,11163,30.37,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Maguire,Larry,,farmer,Progressive Conservative,8236,22.41,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Martin,Ross C.,,technical assistant,New Democratic Party,4359,11.86,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Neufeld,Abe,,minister of the gospel,Christian Heritage Party of Canada,339,0.92,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Obach,Eldon,,farm equipment sales,National Party of Canada,336,0.91,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Roberts,Robert,,businessman,Natural Law Party of Canada,112,0.3,0
1993/10/25,Gen,35,Manitoba,BRANDON--SOURIS,Armstrong,George H.,,journalist,Canada Party,82,0.22,0
1993/10/25,Gen,35,Manitoba,CHURCHILL,Harper,Elijah,,consultant,Liberal,9658,40.73,1
1993/10/25,Gen,35,Manitoba,CHURCHILL,Murphy,Rod,,Member of Parliament,New Democratic Party,8751,36.91,0
1993/10/25,Gen,35,Manitoba,CHURCHILL,Knight,Don,,lawyer,Progressive Conservative,2438,10.28,0
1993/10/25,Gen,35,Manitoba,CHURCHILL,Daudrich,Wally,,tour bus operator,Reform Party of Canada,2275,9.59,0
1993/10/25,Gen,35,Manitoba,CHURCHILL,Settee,Charles,,business executive,National Party of Canada,590,2.49,0
1993/10/25,Gen,35,Manitoba,DAUPHIN--SWAN RIVER,Cowling,Marlene,F,farmer,Liberal,10600,31.73,1
1993/10/25,Gen,35,Manitoba,DAUPHIN--SWAN RIVER,Brown,Dale,,businessman,Reform Party of Canada,9865,29.53,0
1993/10/25,Gen,35,Manitoba,DAUPHIN--SWAN RIVER,Struthers,Stan,,school principal,New Democratic Party,7412,22.19,0
1993/10/25,Gen,35,Manitoba,DAUPHIN--SWAN RIVER,Galloway,Bill,,"farmer, businessman",Progressive Conservative,5267,15.77,0
1993/10/25,Gen,35,Manitoba,DAUPHIN--SWAN RIVER,Riley,Tony,,farming,Canada Party,260,0.78,0
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,Hoeppner,Jake E.,,semi-retired farmer,Reform Party of Canada,13385,41.02,1
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,Johnson,Grant,,retired accountant,Liberal,8732,26.76,0
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,Mayer,Charlie,,farmer,Progressive Conservative,7833,24.01,0
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,King,Leslie,F,minister,New Democratic Party,1808,5.54,0
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,Dewit,Martin,,construction,Christian Heritage Party of Canada,399,1.22,0
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,Jeffers,Larry,,farmhand,National Party of Canada,355,1.09,0
1993/10/25,Gen,35,Manitoba,LISGAR--MARQUETTE,Lyall,Roy,,farmer,Canada Party,115,0.35,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Gerrard,Jon,,"physician, scientist",Liberal,14506,40.68,1
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Sawatsky,Don,,businessman,Reform Party of Canada,9801,27.48,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Holtmann,Felix,,Member of Parliament,Progressive Conservative,7036,19.73,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Gretsinger,Connie,F,registered nurse,New Democratic Party,3029,8.49,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Christian,Mel,,manufacturer,National Party of Canada,935,2.62,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Schwartz,Gary,,self-employed farrier,Natural Law Party of Canada,179,0.5,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Rice,Dennis,,farmer,Libertarian Party of Canada,92,0.26,0
1993/10/25,Gen,35,Manitoba,PORTAGE--INTERLAKE,Kjear,Hans C.,,farmer,Canada Party,83,0.23,0
1993/10/25,Gen,35,Manitoba,PROVENCHER,Iftody,David,,business advisor,Liberal,16119,44.04,1
1993/10/25,Gen,35,Manitoba,PROVENCHER,Whiteway,Dean Waldon,,administrator,Reform Party of Canada,13463,36.78,0
1993/10/25,Gen,35,Manitoba,PROVENCHER,Clark,Kelly,,development officer,Progressive Conservative,3765,10.29,0
1993/10/25,Gen,35,Manitoba,PROVENCHER,Wiebe Owen,Martha,F,housewife,New Democratic Party,1818,4.97,0
1993/10/25,Gen,35,Manitoba,PROVENCHER,Penner,Wes,,computer consultant,National Party of Canada,1212,3.31,0
1993/10/25,Gen,35,Manitoba,PROVENCHER,Ayotte,Corrine,F,self-employed,Natural Law Party of Canada,157,0.43,0
1993/10/25,Gen,35,Manitoba,PROVENCHER,Bezan,Ted,,retired,Canada Party,69,0.19,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Fewchuk,Ron,,self-employed,Liberal,16003,32.88,1
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Schreyer,Jason E.,,,New Democratic Party,12515,25.71,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Lewis,Terry,,educational consultant,Reform Party of Canada,12412,25.5,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Bjornson,David,,Member of Parliament,Progressive Conservative,5687,11.68,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Slobodzian,Jim,,assistant director,National Party of Canada,1402,2.88,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Truijen,Eric,,firefighter paramedic,Christian Heritage Party of Canada,400,0.82,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Papetti,Rose Marie,F,educator,Natural Law Party of Canada,179,0.37,0
1993/10/25,Gen,35,Manitoba,SELKIRK--RED RIVER,Carver,Ken,,railroad worker,Canada Party,79,0.16,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Duhamel,Ronald J.,,Member of Parliament,Liberal,30042,63.36,1
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Anderson,Alison,F,sales,Reform Party of Canada,7960,16.79,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Thompson,Barbara,F,registered nurse,Progressive Conservative,3404,7.18,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Dupont,Pauline,F,real estate agent,New Democratic Party,3364,7.09,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Marion,Marcelle,F,public administrator,National Party of Canada,2008,4.23,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Dumesnil,Don,,self-employed,Canada Party,329,0.69,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Robert,Ginette,F,registered nurse,Natural Law Party of Canada,251,0.53,0
1993/10/25,Gen,35,Manitoba,ST. BONIFACE,Segal,Sharon,F,"researcher, writer",Marxist-Leninist Party,59,0.12,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Pagtakhan,Rey D.,,"Member of Parliament, physician",Liberal,22220,51.27,1
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Wasylycia-Leis,Judy,F,legislator,New Democratic Party,13740,31.7,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Wiens,Mike,,small business owner,Reform Party of Canada,4150,9.58,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Filbert,Lynn,F,self-employed,Progressive Conservative,2001,4.62,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Polonyi,Anna,F,lecturer,National Party of Canada,772,1.78,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Papetti,Federico,,mechanic,Natural Law Party of Canada,212,0.49,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Lynch,Joe,,musician,Canada Party,135,0.31,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH,Stanley,Mary,F,travel consultant,No affiliation to a recognised party,110,0.25,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Walker,David,,professor,Liberal,13905,50.17,1
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Hemphill,Maureen,F,cross cultural trainer,New Democratic Party,8933,32.23,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Smith,Reg,,retired businessman,Reform Party of Canada,2275,8.21,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Zegalski,Leslie,F,market researcher,Progressive Conservative,1307,4.72,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Domine,Gene,,"publications, electronics",National Party of Canada,908,3.28,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Shelton,Deborah,F,social worker,Natural Law Party of Canada,176,0.63,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Plewak,James,,student,Independent,117,0.42,0
1993/10/25,Gen,35,Manitoba,WINNIPEG NORTH CENTRE,Besson,Cliff,,landlord,Canada Party,97,0.35,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Alcock,Reg,,former MLA,Liberal,25950,49.6,1
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Hughes,Mark,,minister,Reform Party of Canada,14822,28.33,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Dobbie,Dorothy,F,Member of Parliament,Progressive Conservative,6432,12.29,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Loewen,Shirley,F,political party organizer,National Party of Canada,2512,4.8,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Buss,Rose,F,organizer,New Democratic Party,2180,4.17,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Lepinsky,Richard,,insurance and real estate,Natural Law Party of Canada,197,0.38,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Olito,Mike,,industrialist,Independent,113,0.22,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Kantorovich,Rubin,,electronics technician,Marxist-Leninist Party,68,0.13,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH,Martens,Bill,,lawyer,Canada Party,44,0.08,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Axworthy,Lloyd,,Member of Parliament,Liberal,25881,61.44,1
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Hannah,Vern A.,,education administrator,Reform Party of Canada,5288,12.55,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Radcliffe,Mike,,lawyer,Progressive Conservative,3903,9.26,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Penner,Lloyd,,student,New Democratic Party,3512,8.34,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Loewen,Bill,,businessperson,National Party of Canada,3099,7.36,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Innes,Elizabeth,F,pharmacist,Natural Law Party of Canada,225,0.53,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Smith,Clancy,,retired,Libertarian Party of Canada,89,0.21,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Naylor,Karen,F,union representative,No affiliation to a recognised party,76,0.18,0
1993/10/25,Gen,35,Manitoba,WINNIPEG SOUTH CENTRE,Fulawka,Ben J.,,superintendent,Canada Party,54,0.13,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Blaikie,Bill,,clergyman,New Democratic Party,16074,38.86,1
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Miki,Art,,school principal,Liberal,15855,38.33,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Sterzer,Helen,F,retired,Reform Party of Canada,5829,14.09,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Eckstein,Brett,,aerospace consultant,Progressive Conservative,2112,5.11,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Johnston,Marnie,F,articling student-at-law,National Party of Canada,900,2.18,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Scott,Robert,,locomotive engineer,Christian Heritage Party of Canada,362,0.88,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Danyluk,Geoff,,drywall contractor,Natural Law Party of Canada,150,0.36,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Kalturnyk,Ken,,machinist,Marxist-Leninist Party,42,0.1,0
1993/10/25,Gen,35,Manitoba,WINNIPEG TRANSCONA,Tataryn,Bill,,retired policeman,Canada Party,39,0.09,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Harvard,John,,Member of Parliament,Liberal,21613,54.95,1
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Blumenschein,Peter,,president (Winndell Homes),Reform Party of Canada,8246,20.97,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Schioler,Dave,,lawyer,Progressive Conservative,5094,12.95,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Hutton,John,,social worker,New Democratic Party,2596,6.6,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Reid,Paul,,party worker,National Party of Canada,1487,3.78,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Decter,Ron,,educational administrator,Natural Law Party of Canada,155,0.39,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Pickell,Guy,,broadcaster,Independent,58,0.15,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Michalchuk,Glenn,,machinist,Marxist-Leninist Party,45,0.11,0
1993/10/25,Gen,35,Manitoba,WINNIPEG--ST. JAMES,Aasland,Bjarne,,"musician, piano technician",Canada Party,38,0.1,0
1993/10/25,Gen,35,New Brunswick,ACADIE--BATHURST,Young,Douglas,,"lawyer, notary public",Liberal,26843,66.41,1
1993/10/25,Gen,35,New Brunswick,ACADIE--BATHURST,Gauthier,Luce-Andrée,F,"lawyer, notary public",Progressive Conservative,11162,27.62,0
1993/10/25,Gen,35,New Brunswick,ACADIE--BATHURST,Gallant,Kim,F,control technologist,New Democratic Party,2413,5.97,0
1993/10/25,Gen,35,New Brunswick,BEAUSÉJOUR,Robichaud,Fernand,,assistant,Liberal,30117,76.15,1
1993/10/25,Gen,35,New Brunswick,BEAUSÉJOUR,Hamilton,Ian,,vocational educator,Progressive Conservative,6004,15.18,0
1993/10/25,Gen,35,New Brunswick,BEAUSÉJOUR,Bailie,A. David H.,,,New Democratic Party,2246,5.68,0
1993/10/25,Gen,35,New Brunswick,BEAUSÉJOUR,Bannister,James George,,"teacher, student",National Party of Canada,740,1.87,0
1993/10/25,Gen,35,New Brunswick,BEAUSÉJOUR,Boudreau Pedersen,Mae,F,retired,Christian Heritage Party of Canada,443,1.12,0
1993/10/25,Gen,35,New Brunswick,CARLETON--CHARLOTTE,Culbert,Harold,,insurance agent,Liberal,13970,43.11,1
1993/10/25,Gen,35,New Brunswick,CARLETON--CHARLOTTE,Thompson,Greg,,financial planner,Progressive Conservative,13159,40.61,0
1993/10/25,Gen,35,New Brunswick,CARLETON--CHARLOTTE,Wyborn,Greg,,engineer,Reform Party of Canada,3831,11.82,0
1993/10/25,Gen,35,New Brunswick,CARLETON--CHARLOTTE,Barteau,Bill,,office employee,New Democratic Party,1016,3.14,0
1993/10/25,Gen,35,New Brunswick,CARLETON--CHARLOTTE,Shelley,Richard,,night watchman,National Party of Canada,431,1.33,0
1993/10/25,Gen,35,New Brunswick,FREDERICTON--YORK--SUNBURY,Scott,Andy,,public servant,Liberal,21771,46.62,1
1993/10/25,Gen,35,New Brunswick,FREDERICTON--YORK--SUNBURY,Bird,J.W. Bud,,businessman,Progressive Conservative,13619,29.16,0
1993/10/25,Gen,35,New Brunswick,FREDERICTON--YORK--SUNBURY,Lamey,Jack,,businessman,Reform Party of Canada,7985,17.1,0
1993/10/25,Gen,35,New Brunswick,FREDERICTON--YORK--SUNBURY,Mackenzie,Pauline,F,educator,New Democratic Party,2348,5.03,0
